sentence_id,text,gold_label,prediction,class_index,class_name,feature_index,feature_text,model_token,normalized_feature,shap_value,absolute_shap_value,increases_target_logit,is_content
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,1,POS,8,portrait ,portrait,portrait,0.46482607536017895,0.46482607536017895,1,1
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,0,NEG,9,of ,of,of,0.05830279737710953,0.05830279737710953,1,1
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,1,POS,9,of ,of,of,-0.022084921598434448,0.022084921598434448,0,1
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,0,NEG,10,human ,human,human,0.05830279737710953,0.05830279737710953,1,1
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,1,POS,10,human ,human,human,-0.022084921598434448,0.022084921598434448,0,1
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,0,NEG,11,res,res,res,-0.241725935600698,0.241725935600698,0,1
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,1,POS,11,res,res,res,0.24967349506914616,0.24967349506914616,1,1
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,0,NEG,12,ili,##ili,##ili,-0.2611110797151923,0.2611110797151923,0,1
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,1,POS,12,ili,##ili,##ili,0.27156432904303074,0.27156432904303074,1,1
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,0,NEG,13,ence,##ence,##ence,0.15390959195792675,0.15390959195792675,1,1
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,1,POS,13,ence,##ence,##ence,-0.12393474951386452,0.12393474951386452,0,1
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,0,NEG,14,.,.,.,0.0495540052652359,0.0495540052652359,1,0
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,1,POS,14,.,.,.,-0.028445154428482056,0.028445154428482056,0,0
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,0,NEG,15,,[SEP],[SEP],0.0,0.0,0,0
S1,The film is a beautiful and moving portrait of human resilience.,POS,POS,1,POS,15,,[SEP],[SEP],0.0,0.0,0,0
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,0,,[CLS],[CLS],0.08269543378628441,0.08269543378628441,1,0
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,0,,[CLS],[CLS],-0.08827157225459814,0.08827157225459814,0,0
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,1,This ,this,this,0.41016958086765953,0.41016958086765953,1,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,1,This ,this,this,-0.38340993132442236,0.38340993132442236,0,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,2,movie ,movie,movie,0.32758781026132056,0.32758781026132056,1,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,2,movie ,movie,movie,-0.31035185186192393,0.31035185186192393,0,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,3,is ,is,is,0.3010622178298945,0.3010622178298945,1,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,3,is ,is,is,-0.2815094687975943,0.2815094687975943,0,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,4,an ,an,an,0.2030403419303184,0.2030403419303184,1,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,4,an ,an,an,-0.16985253731400007,0.16985253731400007,0,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,5,absolute ,absolute,absolute,0.2030403419303184,0.2030403419303184,1,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,5,absolute ,absolute,absolute,-0.16985253731400007,0.16985253731400007,0,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,6,waste ,waste,waste,1.8682378939150415,1.8682378939150415,1,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,6,waste ,waste,waste,-1.600554320836333,1.600554320836333,0,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,7,of ,of,of,1.5334295303358279,1.5334295303358279,1,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,7,of ,of,of,-1.3127814764654129,1.3127814764654129,0,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,8,time ,time,time,0.24775418026668677,0.24775418026668677,1,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,8,time ,time,time,-0.19768172188438865,0.19768172188438865,0,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,9,and ,and,and,-1.2522407174110413,1.2522407174110413,0,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,9,and ,and,and,1.0828664302825928,1.0828664302825928,1,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,10,money,money,money,1.1823376938700676,1.1823376938700676,1,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,10,money,money,money,-1.040508709847927,1.040508709847927,0,1
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,11,.,.,.,0.12675834447145462,0.12675834447145462,1,0
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,11,.,.,.,-0.10360685735940933,0.10360685735940933,0,0
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,12,,[SEP],[SEP],0.0,0.0,0,0
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,12,,[SEP],[SEP],0.0,0.0,0,0
