sentence_id,class_index,class_name,requested_k,actual_k,original_score,top_k_score,top_k_score_drop,random_mean_score,random_mean_score_drop,random_std_score_drop,top_minus_random_drop,selected_words,top_k_masked_text
S2,1,POS,2,2,0.9771227836608887,0.8885712623596191,0.08855152130126953,0.955522096157074,0.0216006875038147,0.03499406277747286,0.06695083379745484,movie | This,is an absolute waste of time and money.
S2,1,POS,3,3,0.9771227836608887,0.8916505575180054,0.0854722261428833,0.9455646455287934,0.031558138132095334,0.041334344606648026,0.05391408801078797,movie | This | and,is an absolute waste of time money.
S3,0,NEG,1,1,0.8975827097892761,0.889009416103363,0.008573293685913086,0.8911653697490692,0.0064173400402069095,0.001929625915771718,0.0021559536457061764,but,It's a bit slow at times the performances are outstanding.
S3,0,NEG,2,2,0.8975827097892761,0.8819127082824707,0.01567000150680542,0.8950053036212922,0.0025774061679840086,0.010735634762011259,0.01309259533882141,but | outstanding,It's a bit slow at times the performances are .
S3,0,NEG,3,3,0.8975827097892761,0.8762314319610596,0.021351277828216553,0.8932793259620666,0.004303383827209473,0.012161704820140418,0.01704789400100708,but | outstanding | It's,a bit slow at times the performances are .
S3,1,POS,1,1,0.8952063322067261,0.8831667304039001,0.012039601802825928,0.8891725540161133,0.006033778190612793,0.008668710904231674,0.006005823612213135,but,It's a bit slow at times the performances are outstanding.
S3,1,POS,2,2,0.8952063322067261,0.8674312233924866,0.027775108814239502,0.8924233019351959,0.0027830302715301514,0.007328087920282963,0.02499207854270935,but | outstanding,It's a bit slow at times the performances are .
S3,1,POS,3,3,0.8952063322067261,0.8642241954803467,0.030982136726379395,0.8904207944869995,0.0047855377197265625,0.008757155578240253,0.026196599006652832,but | outstanding | It's,a bit slow at times the performances are .
S4,0,NEG,1,1,0.9156896471977234,0.9055367708206177,0.010152876377105713,0.9126254737377166,0.003064173460006714,0.0119229499457706,0.007088702917098999,forgettable,"A dull, tedious and completely experience."
S4,0,NEG,2,2,0.9156896471977234,0.9022086262702942,0.0134810209274292,0.906009441614151,0.009680205583572387,0.00969385430861399,0.003800815343856812,forgettable | completely,"A dull, tedious and experience."
S4,0,NEG,3,3,0.9156896471977234,0.8779230117797852,0.03776663541793823,0.8989951133728027,0.016694533824920654,0.009856007790861558,0.02107210159301758,forgettable | completely | dull,"A , tedious and experience."
S4,1,POS,1,1,0.9130213260650635,0.8986648321151733,0.014356493949890137,0.9140864431858062,-0.001065117120742798,0.011270262320208075,0.015421611070632935,forgettable,"A dull, tedious and completely experience."
S4,1,POS,2,2,0.9130213260650635,0.8944252729415894,0.01859605312347412,0.907422000169754,0.005599325895309449,0.013293984248449835,0.012996727228164673,forgettable | completely,"A dull, tedious and experience."
S4,1,POS,3,3,0.9130213260650635,0.8727150559425354,0.040306270122528076,0.8975797772407532,0.015441548824310303,0.01920062542863867,0.024864721298217773,forgettable | completely | dull,"A , tedious and experience."
S5,0,NEG,1,1,0.9320300817489624,0.8722975850105286,0.05973249673843384,0.9205126881599426,0.011517393589019775,0.02172576765560615,0.04821510314941406,The,direction is inspired and the acting is nothing short of brilliant.
S5,0,NEG,2,2,0.9320300817489624,0.8478519916534424,0.08417809009552002,0.9151135742664337,0.016916507482528688,0.015590913931459257,0.06726158261299134,The | acting,direction is inspired and the is nothing short of brilliant.
S5,0,NEG,3,3,0.9320300817489624,0.84847092628479,0.08355915546417236,0.9096417367458344,0.02238834500312805,0.012491765685811677,0.06117081046104431,The | acting | and,direction is inspired the is nothing short of brilliant.
S5,1,POS,1,1,0.9388437271118164,0.8747408390045166,0.0641028881072998,0.9156069397926331,0.023236787319183348,0.02881043127239246,0.040866100788116456,The,direction is inspired and the acting is nothing short of brilliant.
S5,1,POS,2,2,0.9388437271118164,0.8468449115753174,0.09199881553649902,0.8994120240211487,0.03943170309066772,0.02288534128096236,0.0525671124458313,The | acting,direction is inspired and the is nothing short of brilliant.
S5,1,POS,3,3,0.9388437271118164,0.8407100439071655,0.09813368320465088,0.8872200727462769,0.05162365436553955,0.02856958256003615,0.04651002883911133,The | acting | inspired,direction is and the is nothing short of brilliant.
S6,0,NEG,1,1,0.9193060398101807,0.9095113277435303,0.00979471206665039,0.9206960797309875,-0.0013900399208068848,0.00808801156684422,0.011184751987457275,masterpiece,A of storytelling with breathtaking visuals and emotion.
S6,0,NEG,2,2,0.9193060398101807,0.8915954232215881,0.02771061658859253,0.9093849956989288,0.009921044111251831,0.009553248076262505,0.017789572477340698,masterpiece | storytelling,A of with breathtaking visuals and emotion.
S6,0,NEG,3,3,0.9193060398101807,0.8965849876403809,0.022721052169799805,0.8963687121868134,0.02293732762336731,0.0184812216709133,-0.00021627545356750488,masterpiece | storytelling | and,A of with breathtaking visuals emotion.
S6,1,POS,1,1,0.9275663495063782,0.9130235314369202,0.014542818069458008,0.9269261360168457,0.0006402134895324707,0.010104014515206813,0.013902604579925537,masterpiece,A of storytelling with breathtaking visuals and emotion.
S6,1,POS,2,2,0.9275663495063782,0.8905678987503052,0.036998450756073,0.9147500276565552,0.012816321849822999,0.019319515251439878,0.02418212890625,masterpiece | storytelling,A of with breathtaking visuals and emotion.
S6,1,POS,3,3,0.9275663495063782,0.8745096921920776,0.05305665731430054,0.9102682948112488,0.017298054695129395,0.014411040243201906,0.035758602619171145,masterpiece | storytelling | of,A with breathtaking visuals and emotion.
S7,0,NEG,1,1,0.9097020626068115,0.9016443490982056,0.008057713508605957,0.9081973552703857,0.0015047073364257812,0.0051162067469959155,0.006553006172180176,Painfully,boring and utterly devoid of any originality or charm.
S7,0,NEG,2,2,0.9097020626068115,0.8873966932296753,0.02230536937713623,0.9058002948760986,0.003901767730712891,0.0047907001596249705,0.01840360164642334,Painfully | and,boring utterly devoid of any originality or charm.
S7,0,NEG,3,3,0.9097020626068115,0.8813927173614502,0.028309345245361328,0.9043743312358856,0.005327731370925903,0.009464031854509253,0.022981613874435425,Painfully | and | devoid,boring utterly of any originality or charm.
S7,1,POS,1,1,0.8978646397590637,0.8828479051589966,0.015016734600067139,0.8953962326049805,0.002468407154083252,0.005693725324613108,0.012548327445983887,and,Painfully boring utterly devoid of any originality or charm.
S7,1,POS,2,2,0.8978646397590637,0.8783600926399231,0.019504547119140625,0.8977978527545929,6.67870044708252e-05,0.005145400584004005,0.0194377601146698,and | Painfully,boring utterly devoid of any originality or charm.
S7,1,POS,3,3,0.8978646397590637,0.8708400726318359,0.027024567127227783,0.8902258098125457,0.0076388299465179445,0.01293358664451748,0.01938573718070984,and | Painfully | devoid,boring utterly of any originality or charm.
S8,0,NEG,1,1,0.9363107681274414,0.9154893159866333,0.020821452140808105,0.9352897346019745,0.0010210335254669189,0.005885840627382921,0.019800418615341188,but,The screenplay is weak the lead actor delivers a captivating turn.
S8,0,NEG,2,2,0.9363107681274414,0.9159423112869263,0.020368456840515137,0.9177615463733673,0.018549221754074096,0.020066198794807137,0.0018192350864410407,but | weak,The screenplay is the lead actor delivers a captivating turn.
S8,0,NEG,3,3,0.9363107681274414,0.9057557582855225,0.030555009841918945,0.9125793635845184,0.023731404542922975,0.02582959284936529,0.00682360529899597,but | weak | screenplay,The is the lead actor delivers a captivating turn.
S8,1,POS,1,1,0.943487286567688,0.9206631183624268,0.02282416820526123,0.936266565322876,0.007220721244812012,0.009230108489235667,0.015603446960449218,but,The screenplay is weak the lead actor delivers a captivating turn.
S8,1,POS,2,2,0.943487286567688,0.8435969352722168,0.09989035129547119,0.936395913362503,0.0070913732051849365,0.012425494062765713,0.09279897809028625,but | screenplay,The is weak the lead actor delivers a captivating turn.
S8,1,POS,3,3,0.943487286567688,0.9045928716659546,0.0388944149017334,0.9115171194076538,0.03197016716003418,0.034734610382635894,0.006924247741699217,but | screenplay | weak,The is the lead actor delivers a captivating turn.
S9,0,NEG,1,1,0.9551798701286316,0.9010633230209351,0.05411654710769653,0.9432847142219544,0.011895155906677246,0.021306687175040917,0.04222139120101929,sequel,A hollow and disappointing that betrays everything the original stood for.
S9,0,NEG,2,2,0.9551798701286316,0.8566961288452148,0.09848374128341675,0.929382061958313,0.025797808170318605,0.03581412240702807,0.07268593311309815,sequel | disappointing,A hollow and that betrays everything the original stood for.
S9,0,NEG,3,3,0.9551798701286316,0.8417850732803345,0.11339479684829712,0.9220919370651245,0.03308793306350708,0.02999097419196607,0.08030686378479004,sequel | disappointing | and,A hollow that betrays everything the original stood for.
S9,1,POS,1,1,0.949800968170166,0.8899372220039368,0.05986374616622925,0.9501146733760834,-0.0003137052059173584,0.0028862900441649214,0.060177451372146605,sequel,A hollow and disappointing that betrays everything the original stood for.
S9,1,POS,2,2,0.949800968170166,0.8748904466629028,0.07491052150726318,0.9483542084693909,0.0014467597007751464,0.004408194511764309,0.07346376180648803,sequel | and,A hollow disappointing that betrays everything the original stood for.
S9,1,POS,3,3,0.949800968170166,0.8342915773391724,0.11550939083099365,0.9173154234886169,0.03248554468154907,0.033706181637894406,0.08302384614944458,sequel | and | disappointing,A hollow that betrays everything the original stood for.
S10,0,NEG,1,1,0.9245321750640869,0.9184528589248657,0.006079316139221191,0.9268817842006684,-0.002349609136581421,0.003124460550577159,0.008428925275802612,Funny,", heartfelt and endlessly entertaining from beginning to end."
S10,0,NEG,2,2,0.9245321750640869,0.8975827693939209,0.026949405670166016,0.91690034866333,0.007631826400756836,0.011871356478181019,0.01931757926940918,Funny | entertaining,", heartfelt and endlessly from beginning to end."
S10,0,NEG,3,3,0.9245321750640869,0.890518307685852,0.03401386737823486,0.9180540680885315,0.00647810697555542,0.01669404874465859,0.027535760402679445,Funny | entertaining | endlessly,", heartfelt and from beginning to end."
S10,1,POS,1,1,0.9336961507797241,0.9321988224983215,0.0014973282814025879,0.9332226693630219,0.0004734814167022705,0.0007967551419197419,0.0010238468647003173,entertaining,"Funny, heartfelt and endlessly from beginning to end."
S10,1,POS,2,2,0.9336961507797241,0.8968395590782166,0.03685659170150757,0.9255974471569062,0.008098703622817994,0.007319148373656618,0.028757888078689575,entertaining | Funny,", heartfelt and endlessly from beginning to end."
S10,1,POS,3,3,0.9336961507797241,0.8895866274833679,0.0441095232963562,0.9244125485420227,0.009283602237701416,0.009023215180576041,0.034825921058654785,entertaining | Funny | endlessly,", heartfelt and from beginning to end."
D01,0,NEG,1,1,0.907009482383728,0.8838549852371216,0.023154497146606445,0.9041061460971832,0.0029033362865448,0.006487336637984229,0.020251160860061644,movie,"It's just disappointingly superficial—a that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface."
D01,0,NEG,2,2,0.907009482383728,0.8672693967819214,0.03974008560180664,0.9014048218727112,0.005604660511016846,0.008658652626413271,0.034135425090789796,movie | disappointingly,"It's just superficial—a that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface."
D01,0,NEG,3,3,0.907009482383728,0.8446428775787354,0.062366604804992676,0.89778813123703,0.009221351146697998,0.009580727535028819,0.05314525365829468,movie | disappointingly | It's,"just superficial—a that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface."
D01,1,POS,1,1,0.9184352159500122,0.8837224245071411,0.034712791442871094,0.9180404841899872,0.0003947317600250244,0.002140142683767544,0.03431805968284607,movie,"It's just disappointingly superficial—a that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface."
D01,1,POS,2,2,0.9184352159500122,0.8654207587242126,0.05301445722579956,0.9117090165615082,0.006726199388504028,0.008623801916222801,0.04628825783729553,movie | disappointingly,"It's just superficial—a that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface."
D01,1,POS,3,3,0.9184352159500122,0.8415800333023071,0.07685518264770508,0.9075328230857849,0.010902392864227294,0.01638933277659421,0.06595278978347778,movie | disappointingly | It's,"just superficial—a that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface."
D02,0,NEG,1,1,0.9059800505638123,0.9025017619132996,0.0034782886505126953,0.9036380648612976,0.0023419857025146484,0.009153879130993957,0.0011363029479980469,of,"It provides the grand, intelligent entertainment a superior cast playing smart people amid a compelling plot."
D02,0,NEG,2,2,0.9059800505638123,0.843153178691864,0.06282687187194824,0.9004326045513154,0.005547446012496948,0.007368933303174967,0.0572794258594513,of | provides,"It the grand, intelligent entertainment a superior cast playing smart people amid a compelling plot."
D02,0,NEG,3,3,0.9059800505638123,0.8539736270904541,0.052006423473358154,0.8939330577850342,0.012046992778778076,0.017940924357028327,0.03995943069458008,of | provides | compelling,"It the grand, intelligent entertainment a superior cast playing smart people amid a plot."
D02,1,POS,1,1,0.9115955829620361,0.9059277772903442,0.0056678056716918945,0.9106709957122803,0.0009245872497558594,0.008036970238809405,0.004743218421936035,of,"It provides the grand, intelligent entertainment a superior cast playing smart people amid a compelling plot."
D02,1,POS,2,2,0.9115955829620361,0.8456709384918213,0.06592464447021484,0.9020210802555084,0.00957450270652771,0.017603117462774973,0.056350141763687134,of | provides,"It the grand, intelligent entertainment a superior cast playing smart people amid a compelling plot."
D02,1,POS,3,3,0.9115955829620361,0.8546253442764282,0.05697023868560791,0.894465047121048,0.01713053584098816,0.019401002835213652,0.039839702844619754,of | provides | compelling,"It the grand, intelligent entertainment a superior cast playing smart people amid a plot."
D03,0,NEG,1,1,0.9490805864334106,0.9427261352539062,0.0063544511795043945,0.95104421377182,-0.0019636273384094237,0.013236423866910341,0.008318078517913819,movie,It's a bad thing when a has about as much substance as its end-credits blooper reel.
D03,0,NEG,2,2,0.9490805864334106,0.9399856328964233,0.009094953536987305,0.9417039096355438,0.007376676797866822,0.014161446221323887,0.001718276739120483,movie | a,It's bad thing when a has about as much substance as its end-credits blooper reel.
D03,0,NEG,3,3,0.9490805864334106,0.9301057457923889,0.01897484064102173,0.950204199552536,-0.0011236131191253661,0.014107092954464912,0.020098453760147093,movie | a | about,It's bad thing when a has as much substance as its end-credits blooper reel.
D03,1,POS,1,1,0.9490246176719666,0.9355671405792236,0.01345747709274292,0.952603143453598,-0.0035785257816314696,0.007264245714387221,0.01703600287437439,movie,It's a bad thing when a has about as much substance as its end-credits blooper reel.
D03,1,POS,2,2,0.9490246176719666,0.93262779712677,0.016396820545196533,0.944433969259262,0.004590648412704468,0.013710366978345075,0.011806172132492066,movie | a,It's bad thing when a has about as much substance as its end-credits blooper reel.
D03,1,POS,3,3,0.9490246176719666,0.9228421449661255,0.026182472705841064,0.9372932136058807,0.011731404066085815,0.021861770571737927,0.01445106863975525,movie | a | about,It's bad thing when a has as much substance as its end-credits blooper reel.
D04,0,NEG,1,1,0.9070757627487183,0.9024499654769897,0.004625797271728516,0.9096799194812775,-0.002604156732559204,0.0049293941487743975,0.00722995400428772,effective,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving, little film."
D04,0,NEG,2,2,0.9070757627487183,0.8658929467201233,0.04118281602859497,0.9119202256202698,-0.004844462871551514,0.017318186251492156,0.04602727890014648,effective | writer-director,"First-time Serry shows a remarkable gift for storytelling with this moving, little film."
D04,0,NEG,3,3,0.9070757627487183,0.8822863698005676,0.024789392948150635,0.9076975405216217,-0.0006217777729034424,0.009719567932669499,0.025411170721054078,effective | writer-director | this,"First-time Serry shows a remarkable gift for storytelling with moving, little film."
D04,1,POS,1,1,0.9176526069641113,0.8955549001693726,0.02209770679473877,0.9184827864170074,-0.0008301794528961182,0.009278012376777483,0.022927886247634886,writer-director,"First-time Serry shows a remarkable gift for storytelling with this moving, effective little film."
D04,1,POS,2,2,0.9176526069641113,0.8752174377441406,0.0424351692199707,0.9164658546447754,0.0011867523193359376,0.016254776047013576,0.041248416900634764,writer-director | effective,"First-time Serry shows a remarkable gift for storytelling with this moving, little film."
D04,1,POS,3,3,0.9176526069641113,0.8918749094009399,0.025777697563171387,0.930499917268753,-0.012847310304641724,0.00919347579529659,0.03862500786781311,writer-director | effective | this,"First-time Serry shows a remarkable gift for storytelling with moving, little film."
D05,0,NEG,1,1,0.9574512243270874,0.907421350479126,0.050029873847961426,0.9570216774940491,0.0004295468330383301,0.006887885793954688,0.0496003270149231,movie,"The entire is about a boring, sad man being boring and sad."
D05,0,NEG,2,2,0.9574512243270874,0.8878284096717834,0.06962281465530396,0.9448432922363281,0.012607932090759277,0.025282585993978087,0.05701488256454468,movie | entire,"The is about a boring, sad man being boring and sad."
D05,0,NEG,3,3,0.9574512243270874,0.8691251277923584,0.088326096534729,0.9438004553318023,0.013650768995285034,0.022332259809505126,0.07467532753944398,movie | entire | is,"The about a boring, sad man being boring and sad."
D05,1,POS,1,1,0.9514074325561523,0.8936485648155212,0.057758867740631104,0.941121369600296,0.010286062955856323,0.02474558532467209,0.04747280478477478,movie,"The entire is about a boring, sad man being boring and sad."
D05,1,POS,2,2,0.9514074325561523,0.8726198077201843,0.07878762483596802,0.9353083968162537,0.01609903573989868,0.032565757759198836,0.06268858909606934,movie | entire,"The is about a boring, sad man being boring and sad."
D05,1,POS,3,3,0.9514074325561523,0.8727626800537109,0.0786447525024414,0.939630514383316,0.011776918172836303,0.03369465741606419,0.06686783432960511,movie | entire | and,"The is about a boring, sad man being boring sad."
D06,0,NEG,1,1,0.9321707487106323,0.9231056571006775,0.009065091609954834,0.9256313920021058,0.006539356708526611,0.002377945375098931,0.002525734901428223,compelling,"It proves quite as an intense, brooding character study."
D06,0,NEG,2,2,0.9321707487106323,0.9051002860069275,0.027070462703704834,0.9178876519203186,0.014283096790313721,0.007012497588315804,0.012787365913391113,compelling | proves,"It quite as an intense, brooding character study."
D06,0,NEG,3,3,0.9321707487106323,0.9257760047912598,0.006394743919372559,0.9120271623134613,0.02014358639717102,0.01893149626648175,-0.013748842477798461,compelling | proves | quite,"It as an intense, brooding character study."
D06,1,POS,1,1,0.9330955743789673,0.9153124094009399,0.017783164978027344,0.9238977611064911,0.009197813272476197,0.00351678745634951,0.008585351705551147,compelling,"It proves quite as an intense, brooding character study."
D06,1,POS,2,2,0.9330955743789673,0.8957527875900269,0.03734278678894043,0.9156347751617432,0.01746079921722412,0.008741244512574438,0.01988198757171631,compelling | proves,"It quite as an intense, brooding character study."
D06,1,POS,3,3,0.9330955743789673,0.8677897453308105,0.06530582904815674,0.9105447888374328,0.022550785541534425,0.015132982515746529,0.04275504350662231,compelling | proves | character,"It quite as an intense, brooding study."
D07,0,NEG,1,1,0.9172846078872681,0.9079801440238953,0.009304463863372803,0.9251241624355316,-0.00783955454826355,0.00799416943177581,0.017144018411636354,film's,"The hackneyed message is not helped by the thin characterizations, nonexistent plot, and pretentious visual style."
D07,0,NEG,2,2,0.9172846078872681,0.9061214923858643,0.011163115501403809,0.9138912737369538,0.003393334150314331,0.019598031771375177,0.007769781351089478,film's | by,"The hackneyed message is not helped the thin characterizations, nonexistent plot, and pretentious visual style."
D07,0,NEG,3,3,0.9172846078872681,0.9001097083091736,0.017174899578094482,0.9185889065265656,-0.0013042986392974854,0.024395875243426283,0.018479198217391968,film's | by | plot,"The hackneyed message is not helped the thin characterizations, nonexistent , and pretentious visual style."
D07,1,POS,1,1,0.9283479452133179,0.911321222782135,0.01702672243118286,0.9331297695636749,-0.0047818243503570555,0.01162741285444564,0.021808546781539918,film's,"The hackneyed message is not helped by the thin characterizations, nonexistent plot, and pretentious visual style."
D07,1,POS,2,2,0.9283479452133179,0.9082032442092896,0.02014470100402832,0.9352602183818817,-0.006912273168563843,0.012932600651781123,0.027056974172592164,film's | by,"The hackneyed message is not helped the thin characterizations, nonexistent plot, and pretentious visual style."
D07,1,POS,3,3,0.9283479452133179,0.8973851799964905,0.030962765216827393,0.9259435653686523,0.0024043798446655275,0.013235584853857963,0.028558385372161866,film's | by | plot,"The hackneyed message is not helped the thin characterizations, nonexistent , and pretentious visual style."
D08,0,NEG,1,1,0.9549576640129089,0.9252254366874695,0.029732227325439453,0.9493917942047119,0.005565869808197022,0.009086093704377449,0.024166357517242432,film,"The is powerful, accessible, and funny."
D08,0,NEG,2,2,0.9549576640129089,0.9053596258163452,0.04959803819656372,0.9428588569164276,0.012098807096481323,0.016538688530114122,0.037499231100082395,film | funny,"The is powerful, accessible, and ."
D08,0,NEG,3,3,0.9549576640129089,0.8862037658691406,0.06875389814376831,0.9381402969360352,0.016817367076873778,0.019837053192979893,0.05193653106689453,film | funny | The,"is powerful, accessible, and ."
D08,1,POS,1,1,0.9692357778549194,0.9213977456092834,0.047838032245635986,0.9623782515525818,0.006857526302337646,0.015624676376646739,0.04098050594329834,film,"The is powerful, accessible, and funny."
D08,1,POS,2,2,0.9692357778549194,0.8993849754333496,0.06985080242156982,0.9397656261920929,0.029470151662826537,0.02180285421705976,0.04038065075874329,film | funny,"The is powerful, accessible, and ."
D08,1,POS,3,3,0.9692357778549194,0.8826535940170288,0.08658218383789062,0.9297477424144744,0.03948803544044495,0.029352219284169534,0.047094148397445676,film | funny | The,"is powerful, accessible, and ."
D09,0,NEG,1,1,0.9085463285446167,0.8673978447914124,0.041148483753204346,0.8964547634124755,0.012091565132141113,0.019918073091230063,0.029056918621063233,this,I got a headache watching meaningless downer.
D09,0,NEG,2,2,0.9085463285446167,0.8788985013961792,0.0296478271484375,0.8942787766456604,0.014267551898956298,0.01518731334677534,0.015380275249481202,this | got,I a headache watching meaningless downer.
D09,0,NEG,3,3,0.9085463285446167,0.8507360219955444,0.057810306549072266,0.8972375273704529,0.011308801174163819,0.019555580733877413,0.04650150537490845,this | got | watching,I a headache meaningless downer.
D09,1,POS,1,1,0.8896609544754028,0.8879539966583252,0.0017069578170776367,0.8783715665340424,0.011289387941360474,0.020193287958996966,-0.009582430124282837,got,I a headache watching this meaningless downer.
D09,1,POS,2,2,0.8896609544754028,0.8607860803604126,0.028874874114990234,0.8929480135440826,-0.0032870590686798094,0.016514535374451716,0.03216193318367004,got | this,I a headache watching meaningless downer.
D09,1,POS,3,3,0.8896609544754028,0.8341082334518433,0.05555272102355957,0.8742782413959503,0.015382713079452515,0.011521195917139643,0.04017000794410706,got | this | watching,I a headache meaningless downer.
D10,0,NEG,1,1,0.9183132648468018,0.9213934540748596,-0.0030801892280578613,0.9179669260978699,0.0003463387489318848,0.0050475968279288285,-0.003426527976989746,god-awful,I had to look away; this was .
D10,0,NEG,2,2,0.9183132648468018,0.9198647737503052,-0.001551508903503418,0.9206657886505127,-0.0023525238037109377,0.001500909214361746,0.0008010149002075197,god-awful | this,I had to look away; was .
D10,0,NEG,3,3,0.9183132648468018,0.9000064730644226,0.01830679178237915,0.9085587382316589,0.009754526615142822,0.01860625938415869,0.008552265167236329,god-awful | this | had,I to look away; was .
D10,1,POS,1,1,0.9003024101257324,0.8966732025146484,0.0036292076110839844,0.904185277223587,-0.003882867097854614,0.004996317617622243,0.0075120747089385985,this,I had to look away; was god-awful.
D10,1,POS,2,2,0.9003024101257324,0.8715450763702393,0.028757333755493164,0.9007452547550201,-0.0004428446292877197,0.008543597219042482,0.029200178384780884,this | had,I to look away; was god-awful.
D10,1,POS,3,3,0.9003024101257324,0.8867509365081787,0.013551473617553711,0.8962840557098388,0.004018354415893555,0.015151937525265153,0.009533119201660157,this | had | god-awful,I to look away; was .
