sentence_id,text,gold_label,prediction,class_index,class_name,feature_index,feature_text,model_token,normalized_feature,shap_value,absolute_shap_value,increases_target_logit,is_content
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,3,is ,is,is,0.18127738684415817,0.18127738684415817,1,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,3,is ,is,is,-0.1262278889771551,0.1262278889771551,0,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,4,inspired ,inspired,inspired,-0.9395616576075554,0.9395616576075554,0,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,4,inspired ,inspired,inspired,0.8901126328855753,0.8901126328855753,1,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,5,and ,and,and,-0.31627586483955383,0.31627586483955383,0,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,5,and ,and,and,0.31544913351535797,0.31544913351535797,1,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,6,the ,the,the,0.27303086314350367,0.27303086314350367,1,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,6,the ,the,the,-0.23255225317552686,0.23255225317552686,0,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,7,acting ,acting,acting,-0.14216950070112944,0.14216950070112944,0,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,7,acting ,acting,acting,0.06836865795776248,0.06836865795776248,1,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,8,is ,is,is,0.17914434894919395,0.17914434894919395,1,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,8,is ,is,is,-0.17367862490937114,0.17367862490937114,0,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,9,nothing ,nothing,nothing,0.21702362410724163,0.21702362410724163,1,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,9,nothing ,nothing,nothing,-0.10354851512238383,0.10354851512238383,0,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,10,short ,short,short,-0.0011495742946863174,0.0011495742946863174,0,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,10,short ,short,short,0.022634562104940414,0.022634562104940414,1,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,11,of ,of,of,0.20819171331822872,0.20819171331822872,1,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,11,of ,of,of,-0.16614307090640068,0.16614307090640068,0,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,12,brilliant,brilliant,brilliant,-2.1035005412995815,2.1035005412995815,0,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,12,brilliant,brilliant,brilliant,1.9438394457101822,1.9438394457101822,1,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,13,.,.,.,-0.035654857754707336,0.035654857754707336,0,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,13,.,.,.,0.050823211669921875,0.050823211669921875,1,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,14,,[SEP],[SEP],0.0,0.0,0,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,14,,[SEP],[SEP],0.0,0.0,0,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,0,,[CLS],[CLS],-7.450580596923828e-09,7.450580596923828e-09,0,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,0,,[CLS],[CLS],4.470348358154297e-08,4.470348358154297e-08,1,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,1,A ,a,a,-0.23772495239973068,0.23772495239973068,0,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,1,A ,a,a,0.2369639128446579,0.2369639128446579,1,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,2,masterpiece ,masterpiece,masterpiece,-0.8810219168663025,0.8810219168663025,0,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,2,masterpiece ,masterpiece,masterpiece,0.8454878255724907,0.8454878255724907,1,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,3,of ,of,of,-0.05267709493637085,0.05267709493637085,0,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,3,of ,of,of,0.048038549721241,0.048038549721241,1,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,4,storytelling ,storytelling,storytelling,-0.4662371352314949,0.4662371352314949,0,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,4,storytelling ,storytelling,storytelling,0.4717804938554764,0.4717804938554764,1,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,5,with ,with,with,-0.19784434884786606,0.19784434884786606,0,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,5,with ,with,with,0.20162451267242432,0.20162451267242432,1,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,6,breath,breath,breath,-0.6299668890424073,0.6299668890424073,0,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,6,breath,breath,breath,0.5812811603536829,0.5812811603536829,1,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,7,taking ,##taking,##taking,-0.3290305915288627,0.3290305915288627,0,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,7,taking ,##taking,##taking,0.31003086513374,0.31003086513374,1,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,8,visuals ,visuals,visuals,-0.09368792921304703,0.09368792921304703,0,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,8,visuals ,visuals,visuals,0.09667258709669113,0.09667258709669113,1,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,9,and ,and,and,-0.94178706407547,0.94178706407547,0,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,9,and ,and,and,0.8006477504968643,0.8006477504968643,1,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,10,emotion,emotion,emotion,0.9633228406310081,0.9633228406310081,1,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,10,emotion,emotion,emotion,-0.7615482211112976,0.7615482211112976,0,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,11,.,.,.,0.07490632683038712,0.07490632683038712,1,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,11,.,.,.,-0.0648592859506607,0.0648592859506607,0,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,12,,[SEP],[SEP],0.0,0.0,0,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,12,,[SEP],[SEP],0.0,0.0,0,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,0,,[CLS],[CLS],2.9802322387695312e-08,2.9802322387695312e-08,1,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,0,,[CLS],[CLS],0.0,0.0,0,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,1,Painfully ,painfully,painfully,0.46921044401824474,0.46921044401824474,1,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,1,Painfully ,painfully,painfully,-0.3947374615818262,0.3947374615818262,0,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,2,boring ,boring,boring,1.8843506891280413,1.8843506891280413,1,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,2,boring ,boring,boring,-1.6830113735049963,1.6830113735049963,0,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,3,and ,and,and,0.1878199577331543,0.1878199577331543,1,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,3,and ,and,and,-0.16448253393173218,0.16448253393173218,0,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,4,utterly ,utterly,utterly,0.3448671232908964,0.3448671232908964,1,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,4,utterly ,utterly,utterly,-0.3173998985439539,0.3173998985439539,0,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,5,devoid ,devoid,devoid,0.8782448787242174,0.8782448787242174,1,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,5,devoid ,devoid,devoid,-0.8103677090257406,0.8103677090257406,0,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,6,of ,of,of,0.08641671482473612,0.08641671482473612,1,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,6,of ,of,of,-0.08174693211913109,0.08174693211913109,0,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,7,any ,any,any,0.7847715532407165,0.7847715532407165,1,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,7,any ,any,any,-0.6953345723450184,0.6953345723450184,0,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,8,original,original,original,0.030687129590660334,0.030687129590660334,1,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,8,original,original,original,-0.049134427681565285,0.049134427681565285,0,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,9,ity ,##ity,##ity,0.09923293581232429,0.09923293581232429,1,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,9,ity ,##ity,##ity,-0.09644867293536663,0.09644867293536663,0,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,10,or ,or,or,1.4360045790672302,1.4360045790672302,1,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,10,or ,or,or,-1.276501826941967,1.276501826941967,0,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,11,charm,charm,charm,-0.8098523318767548,0.8098523318767548,0,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,11,charm,charm,charm,0.7449013665318489,0.7449013665318489,1,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,12,.,.,.,0.12415429949760437,0.12415429949760437,1,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,12,.,.,.,-0.1106410101056099,0.1106410101056099,0,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,13,,[SEP],[SEP],0.0,0.0,0,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,13,,[SEP],[SEP],0.0,0.0,0,0
