sentence_id,gold_label,prediction,word_index,word,negative_shap_value,positive_shap_value,margin_shap_value
S7,NEG,NEG,1,boring,1.8843506891280413,-1.6830113735049963,-3.5673620626330376
S7,NEG,NEG,2,and,0.1878199577331543,-0.16448253393173218,-0.3523024916648865
S7,NEG,NEG,3,utterly,0.3448671232908964,-0.3173998985439539,-0.6622670218348503
S7,NEG,NEG,4,devoid,0.8782448787242174,-0.8103677090257406,-1.688612587749958
S7,NEG,NEG,5,of,0.08641671482473612,-0.08174693211913109,-0.1681636469438672
S7,NEG,NEG,6,any,0.7847715532407165,-0.6953345723450184,-1.4801061255857348
S7,NEG,NEG,7,originality,0.12992006540298462,-0.14558310061693192,-0.27550316601991653
S7,NEG,NEG,8,or,1.4360045790672302,-1.276501826941967,-2.7125064060091972
S7,NEG,NEG,9,charm,-0.8098523318767548,0.7449013665318489,1.5547536984086037
S8,POS,POS,0,the,-0.024308085441589355,0.05633069574832916,0.08063878118991852
S8,POS,POS,1,screenplay,0.250351982191205,-0.23555311933159828,-0.4859051015228033
S8,POS,POS,2,is,0.364562826231122,-0.32215552404522896,-0.686718350276351
S8,POS,POS,3,weak,2.113469894975424,-1.7650914564728737,-3.8785613514482975
S8,POS,POS,4,but,-0.24372868984937668,0.20551921054720879,0.44924790039658546
S8,POS,POS,5,the,-0.39094368694350123,0.3448880943469703,0.7358317812904716
S8,POS,POS,6,lead,-0.282686207909137,0.2799287517555058,0.5626149596646428
S8,POS,POS,7,actor,-0.0593506614677608,0.03803592291660607,0.09738658438436687
S8,POS,POS,8,delivers,-1.1191793219186366,0.9874692249577492,2.106648546876386
S8,POS,POS,9,a,-0.20489528961479664,0.18511776626110077,0.3900130558758974
S8,POS,POS,10,captivating,-2.4335376638919115,2.3337268829345703,4.767264546826482
S8,POS,POS,11,turn,0.3580785859376192,-0.2965041399002075,-0.6545827258378267
S9,NEG,NEG,0,a,-0.2763114273548126,0.22686714679002762,0.5031785741448402
S9,NEG,NEG,1,hollow,1.9841168969869614,-1.7097736597061157,-3.693890556693077
S9,NEG,NEG,2,and,0.29990091919898987,-0.22965440154075623,-0.5295553207397461
S9,NEG,NEG,3,disappointing,1.368670935742557,-1.3170433671912178,-2.685714302933775
S9,NEG,NEG,4,sequel,0.4228457910940051,-0.39369439345318824,-0.8165401845471933
S9,NEG,NEG,5,that,0.6273637320846319,-0.5297615262679756,-1.1571252583526075
S9,NEG,NEG,6,betrays,0.4366407989291474,-0.39128512726165354,-0.827925926190801
S9,NEG,NEG,7,everything,-0.038778527989052236,0.09293478212202899,0.13171331011108123
S9,NEG,NEG,8,the,0.036940600257366896,-0.04219090679544024,-0.07913150705280714
S9,NEG,NEG,9,original,0.12702619470655918,-0.12932065105997026,-0.25634684576652944
S9,NEG,NEG,10,stood,0.562997268512845,-0.5282043649349362,-1.0912016334477812
S9,NEG,NEG,11,for,0.11728566884994507,-0.06144307740032673,-0.1787287462502718
S10,POS,POS,0,funny,-0.8293185718357563,0.7478740205988288,1.577192592434585
S10,POS,POS,1,heartfelt,-0.3866385966539383,0.4165736138820648,0.8032122105360031
S10,POS,POS,2,and,-0.1267978698015213,0.14629033207893372,0.273088201880455
S10,POS,POS,3,endlessly,-0.11442532349610701,0.1121874584350735,0.2266127819311805
S10,POS,POS,4,entertaining,-1.4726940707478207,1.3631053279386833,2.835799398686504
S10,POS,POS,5,from,-0.031318603752879426,0.05202283768448979,0.08334144143736921
S10,POS,POS,6,beginning,-0.24704665946774185,0.22821601486066356,0.4752626743284054
S10,POS,POS,7,to,0.22165895882062614,-0.18219905759906396,-0.4038580164196901
S10,POS,POS,8,end,0.10868217423558235,-0.11453245545271784,-0.2232146296883002
D01,NEG,NEG,0,it,0.11823086578321333,-0.10261535722141464,-0.22084622300462797
D01,NEG,NEG,1,s,0.08916205957454319,-0.07930411755417784,-0.16846617712872103
D01,NEG,NEG,2,just,0.7205714671581518,-0.6302785590523854,-1.3508500262105372
D01,NEG,NEG,3,disappointingly,2.1803658115386497,-1.9074338019127026,-4.087799613451352
D01,NEG,NEG,4,superficial,1.2722510607127333,-1.1292687845998444,-2.4015198453125777
D01,NEG,NEG,5,—,0.08983373503724579,-0.07160864683100954,-0.16144238186825532
D01,NEG,NEG,6,a,0.1409659825876588,-0.11714008111448493,-0.25810606370214373
D01,NEG,NEG,7,movie,0.44639050286787096,-0.3921710492722923,-0.8385615521401633
D01,NEG,NEG,8,that,0.08305228456447367,-0.0642948224558495,-0.14734710702032316
D01,NEG,NEG,9,has,0.07815530571679119,-0.06416456395527348,-0.14231986967206467
D01,NEG,NEG,10,all,-0.03750243387185037,0.037933918996714056,0.07543635286856443
D01,NEG,NEG,11,the,0.01970585880917497,-0.01499122497625649,-0.03469708378543146
D01,NEG,NEG,12,elements,0.01149755184139524,-0.01767386283193316,-0.0291714146733284
D01,NEG,NEG,13,necessary,0.030831540269511085,-0.028998924153191705,-0.05983046442270279
D01,NEG,NEG,14,to,0.08211915407861982,-0.06286790754113879,-0.1449870616197586
D01,NEG,NEG,15,be,0.0772720000573567,-0.058822853224618096,-0.1360948532819748
D01,NEG,NEG,16,a,-0.10451468736642883,0.0917644410261086,0.19627912839253742
D01,NEG,NEG,17,fascinating,-0.16488802344316528,0.14712653149451527,0.31201455493768054
D01,NEG,NEG,18,involving,0.12092544076343377,-0.12731426892181236,-0.2482397096852461
D01,NEG,NEG,19,character,0.07633257222672303,-0.09054290813704331,-0.16687548036376634
D01,NEG,NEG,20,study,0.05376755942900975,-0.05909152080615361,-0.11285908023516336
D01,NEG,NEG,21,but,0.15752741694450378,-0.14281892031431198,-0.30034633725881577
D01,NEG,NEG,22,never,-0.17583412304520607,0.13883516751229763,0.3146692905575037
D01,NEG,NEG,23,does,-0.05100907012820244,0.007696961984038353,0.05870603211224079
D01,NEG,NEG,24,more,-0.164665125310421,0.1575783956795931,0.3222435209900141
D01,NEG,NEG,25,than,-0.1278138980269432,0.12745136953890324,0.25526526756584644
D01,NEG,NEG,26,scratch,0.2195503649612268,-0.18683896586298943,-0.40638933082421624
D01,NEG,NEG,27,the,0.06755543996890387,-0.05387828126549721,-0.12143372123440108
D01,NEG,NEG,28,surface,0.15203008179863295,-0.14040768146514893,-0.2924377632637819
D02,POS,POS,0,it,0.32561031728982925,-0.2720932140946388,-0.5977035313844681
D02,POS,POS,1,provides,-0.4047548286616802,0.3204402010887861,0.7251950297504663
D02,POS,POS,2,the,-0.03487884998321533,0.019940493628382683,0.054819343611598015
D02,POS,POS,3,grand,-0.5457708351314068,0.5495278500020504,1.0952986851334572
D02,POS,POS,4,intelligent,-0.14776086807250977,0.15658411756157875,0.3043449856340885
D02,POS,POS,5,entertainment,-0.2972111105918884,0.31699341908097267,0.6142045296728611
D02,POS,POS,6,of,0.06427952647209167,-0.05438036099076271,-0.11865988746285439
D02,POS,POS,7,a,0.007688552141189575,0.0037831924855709076,-0.0039053596556186676
D02,POS,POS,8,superior,-0.022386446595191956,0.05483686178922653,0.07722330838441849
D02,POS,POS,9,cast,-0.22676746547222137,0.2430874928832054,0.4698549583554268
D02,POS,POS,10,playing,0.03450881689786911,-0.046391814947128296,-0.0809006318449974
D02,POS,POS,11,smart,-0.02134834975004196,0.023539498448371887,0.04488784819841385
D02,POS,POS,12,people,-0.0914270207285881,0.09484769962728024,0.18627472035586834
D02,POS,POS,13,amid,0.17321310937404633,-0.14604688249528408,-0.3192599918693304
D02,POS,POS,14,a,-0.09650334312270085,0.10973286954686046,0.20623621266956133
D02,POS,POS,15,compelling,-0.48371812670181197,0.47991382284089923,0.9636319495427113
D02,POS,POS,16,plot,-0.022402790064613026,0.02732182014733553,0.04972461021194856
D03,NEG,NEG,0,it,0.18620076154669124,-0.15959365013986826,-0.3457944116865595
D03,NEG,NEG,1,s,0.15658264917631945,-0.13078871555626392,-0.2873713647325834
D03,NEG,NEG,2,a,0.09093926474452019,-0.08812159858644009,-0.17906086333096027
D03,NEG,NEG,3,bad,1.078889962285757,-0.9951331205666065,-2.0740230828523636
D03,NEG,NEG,4,thing,-0.04560702946037054,0.03139625699259341,0.07700328645296395
D03,NEG,NEG,5,when,-0.114777528680861,0.08490335545502603,0.19968088413588703
D03,NEG,NEG,6,a,-0.028739929664880037,0.02397917176131159,0.05271910142619163
D03,NEG,NEG,7,movie,-0.008505943696945906,0.008673724136315286,0.017179667833261192
D03,NEG,NEG,8,has,0.49276224710047245,-0.4528901619196404,-0.9456524090201128
D03,NEG,NEG,9,about,0.6899000201374292,-0.6088773323863279,-1.2987773525237571
D03,NEG,NEG,10,as,0.19779865257441998,-0.17248210730031133,-0.3702807598747313
D03,NEG,NEG,11,much,0.3599631693214178,-0.32806732738390565,-0.6880304967053235
D03,NEG,NEG,12,substance,0.9062163587659597,-0.7673969813622534,-1.6736133401282132
D03,NEG,NEG,13,as,0.4120612945407629,-0.3472728473134339,-0.7593341418541968
D03,NEG,NEG,14,its,0.22978962067281827,-0.22010630602017045,-0.4498959266929887
D03,NEG,NEG,15,end,-0.044235209410544485,0.02804368967190385,0.07227889908244833
D03,NEG,NEG,16,credits,0.3474366422742605,-0.3051574882119894,-0.6525941304862499
D03,NEG,NEG,17,blooper,1.010268174111843,-0.9653901122510432,-1.9756582863628864
D03,NEG,NEG,18,reel,0.07319176045712084,-0.10012963879853487,-0.1733213992556557
D04,POS,POS,0,first,0.029793135821819305,-0.008684627711772919,-0.038477763533592224
D04,POS,POS,1,time,-0.13298654556274414,0.13300127536058426,0.2659878209233284
D04,POS,POS,2,writer,0.043522078543901443,-0.027326217542092007,-0.07084829608599345
D04,POS,POS,3,director,0.11966712772846222,-0.11113567898670833,-0.23080280671517056
D04,POS,POS,4,serry,0.12160280719399452,-0.10804939828813076,-0.22965220548212528
D04,POS,POS,5,shows,-0.057146839797496796,0.021715928800404072,0.07886276859790087
D04,POS,POS,6,a,0.027134235948324203,-0.028681612573564053,-0.055815848521888256
D04,POS,POS,7,remarkable,-0.28911965899169445,0.2788092661648989,0.5679289251565933
D04,POS,POS,8,gift,-0.1840356569737196,0.1559957880526781,0.3400314450263977
D04,POS,POS,9,for,-0.03982173278927803,0.0506709311157465,0.09049266390502453
D04,POS,POS,10,storytelling,-0.3022719547152519,0.32976616360247135,0.6320381183177233
D04,POS,POS,11,with,-0.054905556297550596,0.05998810997698456,0.11489366627453515
D04,POS,POS,12,this,0.0838327797440191,-0.03686679096426815,-0.12069957070828725
D04,POS,POS,13,moving,-0.09765220961223046,0.09890495683066547,0.19655716644289595
D04,POS,POS,14,effective,-0.373651921749115,0.42128801345825195,0.7949399352073669
D04,POS,POS,15,little,-0.14355608820915222,0.12182636559009552,0.26538245379924774
D04,POS,POS,16,film,-0.2786315381526947,0.27194763720035553,0.5505791753530502
D05,NEG,NEG,0,the,0.05704552307724953,-0.020348782651126385,-0.07739430572837591
D05,NEG,NEG,1,entire,0.5118548106402159,-0.4474175744690001,-0.959272385109216
D05,NEG,NEG,2,movie,0.4359538909047842,-0.4439288475550711,-0.8798827384598553
D05,NEG,NEG,3,is,0.04944480304948229,-0.049136163459479576,-0.09858096650896186
D05,NEG,NEG,4,about,-0.4144590171181335,0.36072558330124593,0.7751846004193794
D05,NEG,NEG,5,a,0.11927870148792863,-0.14767511023092084,-0.26695381171884947
D05,NEG,NEG,6,boring,1.9484182461164892,-1.7333647737104911,-3.6817830198269803
D05,NEG,NEG,7,sad,0.4683750867843628,-0.45551687851548195,-0.9238919652998447
D05,NEG,NEG,8,man,-0.20018387585878372,0.18459613248705864,0.38478000834584236
D05,NEG,NEG,9,being,0.12429604586213827,-0.08965851925313473,-0.213954565115273
D05,NEG,NEG,10,boring,1.1813298175111413,-1.1059150267392397,-2.287244844250381
D05,NEG,NEG,11,and,-0.1103237122297287,0.0965215265750885,0.2068452388048172
D05,NEG,NEG,12,sad,0.923219196498394,-0.8672285191714764,-1.7904477156698704
D06,POS,POS,0,it,0.4884400796145201,-0.39512578025460243,-0.8835658598691225
D06,POS,POS,1,proves,0.17230602446943521,-0.1986724929884076,-0.3709785174578428
D06,POS,POS,2,quite,-0.518092698417604,0.4448106298223138,0.9629033282399178
D06,POS,POS,3,compelling,-1.7863309753593057,1.7124296013498679,3.4987605767091736
D06,POS,POS,4,as,0.29629094316624105,-0.24742488062474877,-0.5437158237909898
D06,POS,POS,5,an,-0.2807165775448084,0.2565474861767143,0.5372640637215227
D06,POS,POS,6,intense,-1.2691677249968052,1.2002954066265374,2.4694631316233426
D06,POS,POS,7,brooding,1.0907883439213037,-0.8910645488649607,-1.9818528927862644
D06,POS,POS,8,character,-0.33553689159452915,0.3464763704687357,0.6820132620632648
D06,POS,POS,9,study,-0.30249154567718506,0.28842834383249283,0.5909198895096779
D07,NEG,NEG,0,the,0.12920987978577614,-0.11333473399281502,-0.24254461377859116
D07,NEG,NEG,1,film,0.002089554851409048,-0.009279841343717028,-0.011369396195126075
D07,NEG,NEG,2,s,0.1867140918620862,-0.15097643640668443,-0.33769052826877066
D07,NEG,NEG,3,hackneyed,1.429395912331529,-1.202174045611173,-2.631569957942702
D07,NEG,NEG,4,message,0.24845877978077624,-0.23040572958416305,-0.4788645093649393
D07,NEG,NEG,5,is,0.34225384749879595,-0.2936340599844698,-0.6358879074832657
D07,NEG,NEG,6,not,0.8371258180122823,-0.7267062293831259,-1.5638320473954082
D07,NEG,NEG,7,helped,-0.3279569416772574,0.26788803027011454,0.595844971947372
D07,NEG,NEG,8,by,0.3008250663988292,-0.2516624416069438,-0.552487508005773
D07,NEG,NEG,9,the,-0.0012933430261909962,0.0024469359001765625,0.0037402789263675587
D07,NEG,NEG,10,thin,0.8204581765457988,-0.689521001962324,-1.509979178508123
D07,NEG,NEG,11,characterizations,0.3555805617943406,-0.29068799565235776,-0.6462685574466984
D07,NEG,NEG,12,nonexistent,1.3402309492230415,-1.182742522098124,-2.5229734713211656
D07,NEG,NEG,13,plot,0.3837735131382942,-0.3934274078346789,-0.7772009209729731
D07,NEG,NEG,14,and,-0.0561580122448504,0.03651222540065646,0.09267023764550686
D07,NEG,NEG,15,pretentious,0.6964805484749377,-0.6573362317867577,-1.3538167802616954
D07,NEG,NEG,16,visual,-0.41239228142270196,0.34461927219914895,0.7570115536218509
D07,NEG,NEG,17,style,-0.2981935052278762,0.2142535139961789,0.5124470192240551
D08,POS,POS,0,the,0.11611430364428088,-0.09253865398932248,-0.20865295763360336
D08,POS,POS,1,film,0.14009435758634936,-0.06326768177677877,-0.20336203936312813
D08,POS,POS,2,is,-0.06232823520258535,0.061973554984433576,0.12430179018701892
D08,POS,POS,3,powerful,-2.095222314732382,1.998013058619108,4.09323537335149
D08,POS,POS,4,accessible,0.2296862080693245,-0.22713737189769745,-0.45682357996702194
D08,POS,POS,5,and,-0.7423583492636681,0.6949685588479042,1.4373269081115723
D08,POS,POS,6,funny,-1.053142580203712,0.961289718747139,2.014432298950851
D09,NEG,NEG,0,i,0.2817922681570053,-0.2888437435030937,-0.570636011660099
D09,NEG,NEG,1,got,-0.12312093190848827,0.049898236989974976,0.17301916889846325
D09,NEG,NEG,2,a,0.06745785288512707,-0.05532293766736984,-0.12278079055249691
D09,NEG,NEG,3,headache,1.0979998428374529,-0.9415300958789885,-2.0395299387164414
D09,NEG,NEG,4,watching,-0.2796697858721018,0.19614050025120378,0.47581028612330556
D09,NEG,NEG,5,this,0.19987943768501282,-0.14306742697954178,-0.3429468646645546
D09,NEG,NEG,6,meaningless,1.8118409886956215,-1.543868102133274,-3.3557090908288956
D09,NEG,NEG,7,downer,1.6979439109563828,-1.5156867541372776,-3.2136306650936604
D10,NEG,NEG,0,i,0.11092294938862324,-0.10528342891484499,-0.21620637830346823
D10,NEG,NEG,1,had,0.2937017912045121,-0.2388990039471537,-0.5326007951516658
D10,NEG,NEG,2,to,0.09994387347251177,-0.06383117171935737,-0.16377504519186914
D10,NEG,NEG,3,look,-0.2252962226048112,0.18918822944397107,0.41448445204878226
D10,NEG,NEG,4,away,0.11875604558736086,-0.04608845239272341,-0.16484449798008427
D10,NEG,NEG,5,this,0.253846897627227,-0.23074326082132757,-0.4845901584485546
D10,NEG,NEG,6,was,0.4014190072193742,-0.381868502125144,-0.7832875093445182
D10,NEG,NEG,7,god,-0.42205336783081293,0.403379550203681,0.8254329180344939
D10,NEG,NEG,8,awful,3.6012483537197113,-3.1283669658005238,-6.729615319520235
