sentence_id,text,gold_label,prediction,class_index,class_name,word_index,word,shap_value,absolute_shap_value,increases_target_logit
S3,It's a bit slow at times but the performances are outstanding.,POS,POS,1,POS,11,outstanding,1.8437257226905786,1.8437257226905786,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,0,a,-0.17042775265872478,0.17042775265872478,0
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,0,a,0.14521496137604117,0.14521496137604117,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,1,dull,2.1185317132622004,2.1185317132622004,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,1,dull,-1.8939342782832682,1.8939342782832682,0
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,2,tedious,1.3510318994522095,1.3510318994522095,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,2,tedious,-1.219476267695427,1.219476267695427,0
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,3,and,0.0372319221496582,0.0372319221496582,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,3,and,-0.055364981293678284,0.055364981293678284,0
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,4,completely,0.5468648336827755,0.5468648336827755,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,4,completely,-0.49072636663913727,0.49072636663913727,0
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,5,forgettable,0.9381007291376591,0.9381007291376591,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,5,forgettable,-0.8812379091978073,0.8812379091978073,0
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,6,experience,-0.042420174926519394,0.042420174926519394,0
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,6,experience,0.024883229285478592,0.024883229285478592,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,0,the,-0.013468250632286072,0.013468250632286072,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,0,the,0.03669232130050659,0.03669232130050659,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,1,direction,0.24861329793930054,0.24861329793930054,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,1,direction,-0.20329155609942973,0.20329155609942973,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,2,is,0.18127738684415817,0.18127738684415817,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,2,is,-0.1262278889771551,0.1262278889771551,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,3,inspired,-0.9395616576075554,0.9395616576075554,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,3,inspired,0.8901126328855753,0.8901126328855753,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,4,and,-0.31627586483955383,0.31627586483955383,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,4,and,0.31544913351535797,0.31544913351535797,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,5,the,0.27303086314350367,0.27303086314350367,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,5,the,-0.23255225317552686,0.23255225317552686,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,6,acting,-0.14216950070112944,0.14216950070112944,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,6,acting,0.06836865795776248,0.06836865795776248,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,7,is,0.17914434894919395,0.17914434894919395,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,7,is,-0.17367862490937114,0.17367862490937114,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,8,nothing,0.21702362410724163,0.21702362410724163,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,8,nothing,-0.10354851512238383,0.10354851512238383,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,9,short,-0.0011495742946863174,0.0011495742946863174,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,9,short,0.022634562104940414,0.022634562104940414,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,10,of,0.20819171331822872,0.20819171331822872,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,10,of,-0.16614307090640068,0.16614307090640068,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,11,brilliant,-2.1035005412995815,2.1035005412995815,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,11,brilliant,1.9438394457101822,1.9438394457101822,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,0,a,-0.23772495239973068,0.23772495239973068,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,0,a,0.2369639128446579,0.2369639128446579,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,1,masterpiece,-0.8810219168663025,0.8810219168663025,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,1,masterpiece,0.8454878255724907,0.8454878255724907,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,2,of,-0.05267709493637085,0.05267709493637085,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,2,of,0.048038549721241,0.048038549721241,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,3,storytelling,-0.4662371352314949,0.4662371352314949,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,3,storytelling,0.4717804938554764,0.4717804938554764,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,4,with,-0.19784434884786606,0.19784434884786606,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,4,with,0.20162451267242432,0.20162451267242432,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,5,breathtaking,-0.95899748057127,0.95899748057127,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,5,breathtaking,0.8913120254874229,0.8913120254874229,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,6,visuals,-0.09368792921304703,0.09368792921304703,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,6,visuals,0.09667258709669113,0.09667258709669113,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,7,and,-0.94178706407547,0.94178706407547,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,7,and,0.8006477504968643,0.8006477504968643,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,8,emotion,0.9633228406310081,0.9633228406310081,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,8,emotion,-0.7615482211112976,0.7615482211112976,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,0,painfully,0.46921044401824474,0.46921044401824474,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,0,painfully,-0.3947374615818262,0.3947374615818262,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,1,boring,1.8843506891280413,1.8843506891280413,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,1,boring,-1.6830113735049963,1.6830113735049963,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,2,and,0.1878199577331543,0.1878199577331543,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,2,and,-0.16448253393173218,0.16448253393173218,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,3,utterly,0.3448671232908964,0.3448671232908964,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,3,utterly,-0.3173998985439539,0.3173998985439539,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,4,devoid,0.8782448787242174,0.8782448787242174,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,4,devoid,-0.8103677090257406,0.8103677090257406,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,5,of,0.08641671482473612,0.08641671482473612,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,5,of,-0.08174693211913109,0.08174693211913109,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,6,any,0.7847715532407165,0.7847715532407165,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,6,any,-0.6953345723450184,0.6953345723450184,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,7,originality,0.12992006540298462,0.12992006540298462,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,7,originality,-0.14558310061693192,0.14558310061693192,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,8,or,1.4360045790672302,1.4360045790672302,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,8,or,-1.276501826941967,1.276501826941967,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,9,charm,-0.8098523318767548,0.8098523318767548,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,9,charm,0.7449013665318489,0.7449013665318489,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,0,the,-0.024308085441589355,0.024308085441589355,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,0,the,0.05633069574832916,0.05633069574832916,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,1,screenplay,0.250351982191205,0.250351982191205,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,1,screenplay,-0.23555311933159828,0.23555311933159828,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,2,is,0.364562826231122,0.364562826231122,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,2,is,-0.32215552404522896,0.32215552404522896,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,3,weak,2.113469894975424,2.113469894975424,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,3,weak,-1.7650914564728737,1.7650914564728737,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,4,but,-0.24372868984937668,0.24372868984937668,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,4,but,0.20551921054720879,0.20551921054720879,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,5,the,-0.39094368694350123,0.39094368694350123,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,5,the,0.3448880943469703,0.3448880943469703,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,6,lead,-0.282686207909137,0.282686207909137,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,6,lead,0.2799287517555058,0.2799287517555058,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,7,actor,-0.0593506614677608,0.0593506614677608,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,7,actor,0.03803592291660607,0.03803592291660607,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,8,delivers,-1.1191793219186366,1.1191793219186366,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,8,delivers,0.9874692249577492,0.9874692249577492,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,9,a,-0.20489528961479664,0.20489528961479664,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,9,a,0.18511776626110077,0.18511776626110077,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,10,captivating,-2.4335376638919115,2.4335376638919115,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,10,captivating,2.3337268829345703,2.3337268829345703,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,11,turn,0.3580785859376192,0.3580785859376192,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,11,turn,-0.2965041399002075,0.2965041399002075,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,0,a,-0.2763114273548126,0.2763114273548126,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,0,a,0.22686714679002762,0.22686714679002762,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,1,hollow,1.9841168969869614,1.9841168969869614,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,1,hollow,-1.7097736597061157,1.7097736597061157,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,2,and,0.29990091919898987,0.29990091919898987,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,2,and,-0.22965440154075623,0.22965440154075623,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,3,disappointing,1.368670935742557,1.368670935742557,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,3,disappointing,-1.3170433671912178,1.3170433671912178,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,4,sequel,0.4228457910940051,0.4228457910940051,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,4,sequel,-0.39369439345318824,0.39369439345318824,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,5,that,0.6273637320846319,0.6273637320846319,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,5,that,-0.5297615262679756,0.5297615262679756,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,6,betrays,0.4366407989291474,0.4366407989291474,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,6,betrays,-0.39128512726165354,0.39128512726165354,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,7,everything,-0.038778527989052236,0.038778527989052236,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,7,everything,0.09293478212202899,0.09293478212202899,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,8,the,0.036940600257366896,0.036940600257366896,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,8,the,-0.04219090679544024,0.04219090679544024,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,9,original,0.12702619470655918,0.12702619470655918,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,9,original,-0.12932065105997026,0.12932065105997026,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,10,stood,0.562997268512845,0.562997268512845,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,10,stood,-0.5282043649349362,0.5282043649349362,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,11,for,0.11728566884994507,0.11728566884994507,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,11,for,-0.06144307740032673,0.06144307740032673,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,0,funny,-0.8293185718357563,0.8293185718357563,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,0,funny,0.7478740205988288,0.7478740205988288,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,1,heartfelt,-0.3866385966539383,0.3866385966539383,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,1,heartfelt,0.4165736138820648,0.4165736138820648,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,2,and,-0.1267978698015213,0.1267978698015213,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,2,and,0.14629033207893372,0.14629033207893372,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,3,endlessly,-0.11442532349610701,0.11442532349610701,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,3,endlessly,0.1121874584350735,0.1121874584350735,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,4,entertaining,-1.4726940707478207,1.4726940707478207,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,4,entertaining,1.3631053279386833,1.3631053279386833,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,5,from,-0.031318603752879426,0.031318603752879426,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,5,from,0.05202283768448979,0.05202283768448979,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,6,beginning,-0.24704665946774185,0.24704665946774185,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,6,beginning,0.22821601486066356,0.22821601486066356,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,7,to,0.22165895882062614,0.22165895882062614,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,7,to,-0.18219905759906396,0.18219905759906396,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,8,end,0.10868217423558235,0.10868217423558235,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,8,end,-0.11453245545271784,0.11453245545271784,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,0,it,0.11823086578321333,0.11823086578321333,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,0,it,-0.10261535722141464,0.10261535722141464,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,1,s,0.08916205957454319,0.08916205957454319,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,1,s,-0.07930411755417784,0.07930411755417784,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,2,just,0.7205714671581518,0.7205714671581518,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,2,just,-0.6302785590523854,0.6302785590523854,0
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,0,NEG,3,disappointingly,2.1803658115386497,2.1803658115386497,1
D01,"It's just disappointingly superficial—a movie that has all the elements necessary to be a fascinating, involving character study, but never does more than scratch the surface.",NEG,NEG,1,POS,3,disappointingly,-1.9074338019127026,1.9074338019127026,0
