sentence_id,text,gold_label,prediction,class_index,class_name,feature_index,feature_text,model_token,shap_value,absolute_shap_value,increases_target_score,margin_shap_value
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,2,movie ,movie</w>,0.047742633149027824,0.047742633149027824,1,0.009528335183858871
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,2,movie ,movie</w>,0.057270968332886696,0.057270968332886696,1,0.009528335183858871
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,3,is ,is</w>,0.003150602802634239,0.003150602802634239,1,-0.0024439580738544464
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,3,is ,is</w>,0.0007066447287797928,0.0007066447287797928,1,-0.0024439580738544464
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,4,an ,an</w>,0.0028957922011613848,0.0028957922011613848,1,-0.0006783138960599899
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,4,an ,an</w>,0.002217478305101395,0.002217478305101395,1,-0.0006783138960599899
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,5,absolute ,absolute</w>,0.0028957922011613848,0.0028957922011613848,1,-0.0006783138960599899
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,5,absolute ,absolute</w>,0.002217478305101395,0.002217478305101395,1,-0.0006783138960599899
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,6,waste ,waste</w>,0.0037314884364604947,0.0037314884364604947,1,-0.002198006957769394
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,6,waste ,waste</w>,0.001533481478691101,0.001533481478691101,1,-0.002198006957769394
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,7,of ,of</w>,0.0037314884364604947,0.0037314884364604947,1,-0.002198006957769394
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,7,of ,of</w>,0.001533481478691101,0.001533481478691101,1,-0.002198006957769394
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,8,time ,time</w>,0.0037314884364604947,0.0037314884364604947,1,-0.002198006957769394
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,8,time ,time</w>,0.001533481478691101,0.001533481478691101,1,-0.002198006957769394
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,9,and ,and</w>,0.007732756435871124,0.007732756435871124,1,-0.00045661628246307373
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,9,and ,and</w>,0.0072761401534080505,0.0072761401534080505,1,-0.00045661628246307373
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,10,money,money</w>,0.002211209386587143,0.002211209386587143,1,0.0011985227465629578
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,10,money,money</w>,0.0034097321331501007,0.0034097321331501007,1,0.0011985227465629578
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,11,.,.</w>,0.004644941538572311,0.004644941538572311,1,0.0011578723788261414
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,11,.,.</w>,0.005802813917398453,0.005802813917398453,1,0.0011578723788261414
S2,This movie is an absolute waste of time and money.,NEG,NEG,0,NEG,12,,<|endoftext|>,-8.940696716308594e-08,8.940696716308594e-08,0,1.4901161193847656e-07
S2,This movie is an absolute waste of time and money.,NEG,NEG,1,POS,12,,<|endoftext|>,5.960464477539063e-08,5.960464477539063e-08,1,1.4901161193847656e-07
