sentence_id,text,gold_label,prediction,class_index,class_name,word_index,word,is_content,shap_value,absolute_shap_value,increases_target_score
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,5,times,1,0.0023628203198313713,0.0023628203198313713,1
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,5,times,1,0.003750113770365715,0.003750113770365715,1
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,6,but,1,0.01548878476023674,0.01548878476023674,1
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,6,but,1,0.0161796435713768,0.0161796435713768,1
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,7,the,1,0.004126077517867088,0.004126077517867088,1
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,7,the,1,0.0031275376677513123,0.0031275376677513123,1
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,8,performances,1,-0.009921709075570107,0.009921709075570107,0
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,8,performances,1,-0.007340528070926666,0.007340528070926666,0
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,9,are,1,-0.0008876863867044449,0.0008876863867044449,0
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,9,are,1,-0.0008452087640762329,0.0008452087640762329,0
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,10,outstanding,1,0.007279401645064354,0.007279401645064354,1
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,10,outstanding,1,0.009912386536598206,0.009912386536598206,1
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,11,.,0,0.000958956778049469,0.000958956778049469,1
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,11,.,0,0.0014884918928146362,0.0014884918928146362,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,0,A,1,-0.0004522893577814102,0.0004522893577814102,0
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,0,A,1,-0.0010998379439115524,0.0010998379439115524,0
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,1,dull,1,0.008606042712926865,0.008606042712926865,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,1,dull,1,0.006622742861509323,0.006622742861509323,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,2,",",0,0.006768368184566498,0.006768368184566498,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,2,",",0,0.008013568818569183,0.008013568818569183,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,3,tedious,1,-0.010967228561639786,0.010967228561639786,0
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,3,tedious,1,-0.009359199553728104,0.009359199553728104,0
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,4,and,1,0.002531733363866806,0.002531733363866806,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,4,and,1,0.0036867819726467133,0.0036867819726467133,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,5,completely,1,0.01588907651603222,0.01588907651603222,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,5,completely,1,0.016674889251589775,0.016674889251589775,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,6,forgettable,1,0.017144901677966118,0.017144901677966118,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,6,forgettable,1,0.018790176138281822,0.018790176138281822,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,7,experience,1,-0.0048769619315862656,0.0048769619315862656,0
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,7,experience,1,-0.0033824127167463303,0.0033824127167463303,0
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,8,.,0,0.0031877774745225906,0.0031877774745225906,1
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,8,.,0,0.002422841265797615,0.002422841265797615,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,0,The,1,0.025976713746786118,0.025976713746786118,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,0,The,1,0.02492706850171089,0.02492706850171089,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,1,direction,1,-0.02479563094675541,0.02479563094675541,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,1,direction,1,-0.02404158003628254,0.02404158003628254,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,2,is,1,0.004631137475371361,0.004631137475371361,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,2,is,1,0.0045507606118917465,0.0045507606118917465,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,3,inspired,1,0.00918024405837059,0.00918024405837059,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,3,inspired,1,0.013872925192117691,0.013872925192117691,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,4,and,1,0.011382970958948135,0.011382970958948135,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,4,and,1,0.011955339461565018,0.011955339461565018,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,5,the,1,0.010769288055598736,0.010769288055598736,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,5,the,1,0.010724230669438839,0.010724230669438839,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,6,acting,1,0.013125444762408733,0.013125444762408733,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,6,acting,1,0.015871318988502026,0.015871318988502026,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,7,is,1,0.0016743475571274757,0.0016743475571274757,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,7,is,1,0.0028700819239020348,0.0028700819239020348,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,8,nothing,1,-0.002753402106463909,0.002753402106463909,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,8,nothing,1,-0.003413465805351734,0.003413465805351734,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,9,short,1,-0.006135917268693447,0.006135917268693447,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,9,short,1,-0.0037844227626919746,0.0037844227626919746,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,10,of,1,0.009313204325735569,0.009313204325735569,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,10,of,1,0.010282902978360653,0.010282902978360653,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,11,brilliant,1,0.005022840574383736,0.005022840574383736,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,11,brilliant,1,0.008550764992833138,0.008550764992833138,1
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,12,.,0,-0.003219436854124069,0.003219436854124069,0
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,12,.,0,-0.004174012690782547,0.004174012690782547,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,0,A,1,-0.001662595197558403,0.001662595197558403,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,0,A,1,-0.001730678603053093,0.001730678603053093,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,1,masterpiece,1,0.020086469128727913,0.020086469128727913,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,1,masterpiece,1,0.023804323747754097,0.023804323747754097,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,2,of,1,0.012158500030636787,0.012158500030636787,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,2,of,1,0.013809235766530037,0.013809235766530037,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,3,storytelling,1,0.01561298780143261,0.01561298780143261,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,3,storytelling,1,0.020860934630036354,0.020860934630036354,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,4,with,1,0.007371371611952782,0.007371371611952782,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,4,with,1,0.009254047647118568,0.009254047647118568,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,5,breathtaking,1,-0.009791901335120201,0.009791901335120201,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,5,breathtaking,1,-0.008640611544251442,0.008640611544251442,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,6,visuals,1,-0.010249948129057884,0.010249948129057884,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,6,visuals,1,-0.007882015779614449,0.007882015779614449,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,7,and,1,0.012711398303508759,0.012711398303508759,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,7,and,1,0.01304934173822403,0.01304934173822403,1
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,8,emotion,1,-0.0013416819274425507,0.0013416819274425507,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,8,emotion,1,-0.0020770393311977386,0.0020770393311977386,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,9,.,0,-0.003446873277425766,0.003446873277425766,0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,9,.,0,-0.0035330019891262054,0.0035330019891262054,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,0,Painfully,1,0.014112066477537155,0.014112066477537155,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,0,Painfully,1,0.009500905871391296,0.009500905871391296,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,1,boring,1,-0.008585996925830841,0.008585996925830841,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,1,boring,1,-0.01078169047832489,0.01078169047832489,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,2,and,1,0.010334676131606102,0.010334676131606102,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,2,and,1,0.01106935739517212,0.01106935739517212,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,3,utterly,1,0.007686176337301731,0.007686176337301731,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,3,utterly,1,0.0067939311265945435,0.0067939311265945435,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,4,devoid,1,0.009831239469349384,0.009831239469349384,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,4,devoid,1,0.008375175297260284,0.008375175297260284,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,5,of,1,0.005357054062187672,0.005357054062187672,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,5,of,1,0.006054159253835678,0.006054159253835678,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,6,any,1,0.0017123492434620857,0.0017123492434620857,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,6,any,1,0.0019887499511241913,0.0019887499511241913,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,7,originality,1,0.0037449393421411514,0.0037449393421411514,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,7,originality,1,0.004484400153160095,0.004484400153160095,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,8,or,1,0.0005884207785129547,0.0005884207785129547,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,8,or,1,0.0004424452781677246,0.0004424452781677246,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,9,charm,1,-0.018892841413617134,0.018892841413617134,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,9,charm,1,-0.015382926911115646,0.015382926911115646,0
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,10,.,0,0.005955716595053673,0.005955716595053673,1
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,10,.,0,0.004668381065130234,0.004668381065130234,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,0,The,1,0.0006395354866981506,0.0006395354866981506,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,0,The,1,-0.0008425600826740265,0.0008425600826740265,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,1,screenplay,1,0.013995502144098282,0.013995502144098282,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,1,screenplay,1,0.019615428522229195,0.019615428522229195,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,2,is,1,0.006547074764966965,0.006547074764966965,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,2,is,1,0.007559308782219887,0.007559308782219887,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,3,weak,1,0.01587890088558197,0.01587890088558197,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,3,weak,1,0.012823518365621567,0.012823518365621567,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,4,but,1,0.02108495682477951,0.02108495682477951,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,4,but,1,0.021572183817625046,0.021572183817625046,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,5,the,1,0.006145251914858818,0.006145251914858818,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,5,the,1,0.005079067312180996,0.005079067312180996,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,6,lead,1,0.0003297235816717148,0.0003297235816717148,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,6,lead,1,0.002085386775434017,0.002085386775434017,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,7,actor,1,-0.0040085818618535995,0.0040085818618535995,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,7,actor,1,-0.0029427362605929375,0.0029427362605929375,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,8,delivers,1,0.006809646263718605,0.006809646263718605,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,8,delivers,1,0.009638265706598759,0.009638265706598759,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,9,a,1,-0.0016763228923082352,0.0016763228923082352,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,9,a,1,-0.0019861673936247826,0.0019861673936247826,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,10,captivating,1,0.0010146107524633408,0.0010146107524633408,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,10,captivating,1,0.008849789388477802,0.008849789388477802,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,11,turn,1,-0.010698843747377396,0.010698843747377396,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,11,turn,1,-0.011068152263760567,0.011068152263760567,0
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,0,NEG,12,.,0,0.002391129732131958,0.002391129732131958,1
S8,The screenplay is weak but the lead actor delivers a captivating turn.,POS,POS,1,POS,12,.,0,0.0024521611630916595,0.0024521611630916595,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,0,A,1,-0.004607418552041054,0.004607418552041054,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,0,A,1,-0.004718562588095665,0.004718562588095665,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,1,hollow,1,-0.020059924572706223,0.020059924572706223,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,1,hollow,1,-0.018941979855298996,0.018941979855298996,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,2,and,1,0.01487722247838974,0.01487722247838974,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,2,and,1,0.015833579003810883,0.015833579003810883,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,3,disappointing,1,0.01812742557376623,0.01812742557376623,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,3,disappointing,1,0.014264344237744808,0.014264344237744808,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,4,sequel,1,0.05766048561781645,0.05766048561781645,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,4,sequel,1,0.06185235362499952,0.06185235362499952,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,5,that,1,0.007968911901116371,0.007968911901116371,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,5,that,1,0.008023569360375404,0.008023569360375404,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,6,betrays,1,0.0002622511237859726,0.0002622511237859726,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,6,betrays,1,-0.0005170833319425583,0.0005170833319425583,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,7,everything,1,0.008949791081249714,0.008949791081249714,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,7,everything,1,0.009052916429936886,0.009052916429936886,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,8,the,1,-0.0010600900277495384,0.0010600900277495384,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,8,the,1,-0.0009886221960186958,0.0009886221960186958,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,9,original,1,0.002726522274315357,0.002726522274315357,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,9,original,1,0.0022635990753769875,0.0022635990753769875,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,10,stood,1,-0.01413243543356657,0.01413243543356657,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,10,stood,1,-0.013886700384318829,0.013886700384318829,0
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,11,for,1,0.0044197384268045425,0.0044197384268045425,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,11,for,1,0.004940083250403404,0.004940083250403404,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,0,NEG,12,.,0,0.0021891556680202484,0.0021891556680202484,1
S9,A hollow and disappointing sequel that betrays everything the original stood for.,NEG,NEG,1,POS,12,.,0,0.0019717253744602203,0.0019717253744602203,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,0,Funny,1,0.022830229252576828,0.022830229252576828,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,0,Funny,1,0.023669656366109848,0.023669656366109848,1
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,0,NEG,1,",",0,-0.0017359182238578796,0.0017359182238578796,0
S10,"Funny, heartfelt and endlessly entertaining from beginning to end.",POS,POS,1,POS,1,",",0,-0.0017580017447471619,0.0017580017447471619,0
