sentence_id,gold_label,prediction,word_index,word,feature_indices,is_content,negative_shap_value,positive_shap_value,margin_shap_value
S3,POS,NEG,1,a,3,1,0.005494760349392891,0.005181994289159775,-0.00031276606023311615
S3,POS,NEG,2,bit,4,1,-0.00019555632025003433,-0.0011398103088140488,-0.0009442539885640144
S3,POS,NEG,3,slow,5,1,-0.014181368984282017,-0.015386557206511497,-0.0012051882222294807
S3,POS,NEG,4,at,6,1,0.0020441515371203423,0.0026039239019155502,0.000559772364795208
S3,POS,NEG,5,times,7,1,0.0023628203198313713,0.003750113770365715,0.0013872934505343437
S3,POS,NEG,6,but,8,1,0.01548878476023674,0.0161796435713768,0.0006908588111400604
S3,POS,NEG,7,the,9,1,0.004126077517867088,0.0031275376677513123,-0.000998539850115776
S3,POS,NEG,8,performances,10,1,-0.009921709075570107,-0.007340528070926666,0.0025811810046434402
S3,POS,NEG,9,are,11,1,-0.0008876863867044449,-0.0008452087640762329,4.2477622628211975e-05
S3,POS,NEG,10,outstanding,12,1,0.007279401645064354,0.009912386536598206,0.0026329848915338516
S3,POS,NEG,11,.,13,0,0.000958956778049469,0.0014884918928146362,0.0005295351147651672
S4,NEG,NEG,0,A,1,1,-0.0004522893577814102,-0.0010998379439115524,-0.0006475485861301422
S4,NEG,NEG,1,dull,2,1,0.008606042712926865,0.006622742861509323,-0.0019832998514175415
S4,NEG,NEG,2,",",3,0,0.006768368184566498,0.008013568818569183,0.0012452006340026855
S4,NEG,NEG,3,tedious,4 | 5,1,-0.010967228561639786,-0.009359199553728104,0.0016080290079116821
S4,NEG,NEG,4,and,6,1,0.002531733363866806,0.0036867819726467133,0.0011550486087799072
S4,NEG,NEG,5,completely,7,1,0.01588907651603222,0.016674889251589775,0.0007858127355575562
S4,NEG,NEG,6,forgettable,8 | 9,1,0.017144901677966118,0.018790176138281822,0.0016452744603157043
S4,NEG,NEG,7,experience,10,1,-0.0048769619315862656,-0.0033824127167463303,0.0014945492148399353
S4,NEG,NEG,8,.,11,0,0.0031877774745225906,0.002422841265797615,-0.0007649362087249756
S5,POS,POS,0,The,1,1,0.025976713746786118,0.02492706850171089,-0.0010496452450752258
S5,POS,POS,1,direction,2,1,-0.02479563094675541,-0.02404158003628254,0.0007540509104728699
S5,POS,POS,2,is,3,1,0.004631137475371361,0.0045507606118917465,-8.037686347961426e-05
S5,POS,POS,3,inspired,4,1,0.00918024405837059,0.013872925192117691,0.004692681133747101
S5,POS,POS,4,and,5,1,0.011382970958948135,0.011955339461565018,0.0005723685026168823
S5,POS,POS,5,the,6,1,0.010769288055598736,0.010724230669438839,-4.505738615989685e-05
S5,POS,POS,6,acting,7,1,0.013125444762408733,0.015871318988502026,0.0027458742260932922
S5,POS,POS,7,is,8,1,0.0016743475571274757,0.0028700819239020348,0.001195734366774559
S5,POS,POS,8,nothing,9,1,-0.002753402106463909,-0.003413465805351734,-0.000660063698887825
S5,POS,POS,9,short,10,1,-0.006135917268693447,-0.0037844227626919746,0.0023514945060014725
S5,POS,POS,10,of,11,1,0.009313204325735569,0.010282902978360653,0.0009696986526250839
S5,POS,POS,11,brilliant,12,1,0.005022840574383736,0.008550764992833138,0.003527924418449402
S5,POS,POS,12,.,13,0,-0.003219436854124069,-0.004174012690782547,-0.0009545758366584778
S6,POS,POS,0,A,1,1,-0.001662595197558403,-0.001730678603053093,-6.808340549468994e-05
S6,POS,POS,1,masterpiece,2,1,0.020086469128727913,0.023804323747754097,0.003717854619026184
S6,POS,POS,2,of,3,1,0.012158500030636787,0.013809235766530037,0.0016507357358932495
S6,POS,POS,3,storytelling,4,1,0.01561298780143261,0.020860934630036354,0.0052479468286037445
S6,POS,POS,4,with,5,1,0.007371371611952782,0.009254047647118568,0.0018826760351657867
S6,POS,POS,5,breathtaking,6,1,-0.009791901335120201,-0.008640611544251442,0.0011512897908687592
S6,POS,POS,6,visuals,7,1,-0.010249948129057884,-0.007882015779614449,0.0023679323494434357
S6,POS,POS,7,and,8,1,0.012711398303508759,0.01304934173822403,0.000337943434715271
S6,POS,POS,8,emotion,9,1,-0.0013416819274425507,-0.0020770393311977386,-0.000735357403755188
S6,POS,POS,9,.,10,0,-0.003446873277425766,-0.0035330019891262054,-8.612871170043945e-05
S7,NEG,NEG,0,Painfully,1 | 2,1,0.014112066477537155,0.009500905871391296,-0.004611160606145859
S7,NEG,NEG,1,boring,3,1,-0.008585996925830841,-0.01078169047832489,-0.002195693552494049
S7,NEG,NEG,2,and,4,1,0.010334676131606102,0.01106935739517212,0.0007346812635660172
S7,NEG,NEG,3,utterly,5,1,0.007686176337301731,0.0067939311265945435,-0.0008922452107071877
S7,NEG,NEG,4,devoid,6 | 7,1,0.009831239469349384,0.008375175297260284,-0.0014560641720890999
S7,NEG,NEG,5,of,8,1,0.005357054062187672,0.006054159253835678,0.0006971051916480064
S7,NEG,NEG,6,any,9,1,0.0017123492434620857,0.0019887499511241913,0.00027640070766210556
S7,NEG,NEG,7,originality,10 | 11,1,0.0037449393421411514,0.004484400153160095,0.0007394608110189438
S7,NEG,NEG,8,or,12,1,0.0005884207785129547,0.0004424452781677246,-0.0001459755003452301
S7,NEG,NEG,9,charm,13,1,-0.018892841413617134,-0.015382926911115646,0.0035099145025014877
S7,NEG,NEG,10,.,14,0,0.005955716595053673,0.004668381065130234,-0.001287335529923439
S8,POS,POS,0,The,1,1,0.0006395354866981506,-0.0008425600826740265,-0.0014820955693721771
S8,POS,POS,1,screenplay,2,1,0.013995502144098282,0.019615428522229195,0.005619926378130913
S8,POS,POS,2,is,3,1,0.006547074764966965,0.007559308782219887,0.001012234017252922
S8,POS,POS,3,weak,4,1,0.01587890088558197,0.012823518365621567,-0.0030553825199604034
S8,POS,POS,4,but,5,1,0.02108495682477951,0.021572183817625046,0.0004872269928455353
S8,POS,POS,5,the,6,1,0.006145251914858818,0.005079067312180996,-0.0010661846026778221
S8,POS,POS,6,lead,7,1,0.0003297235816717148,0.002085386775434017,0.0017556631937623024
S8,POS,POS,7,actor,8,1,-0.0040085818618535995,-0.0029427362605929375,0.001065845601260662
S8,POS,POS,8,delivers,9,1,0.006809646263718605,0.009638265706598759,0.0028286194428801537
S8,POS,POS,9,a,10,1,-0.0016763228923082352,-0.0019861673936247826,-0.0003098445013165474
S8,POS,POS,10,captivating,11,1,0.0010146107524633408,0.008849789388477802,0.007835178636014462
S8,POS,POS,11,turn,12,1,-0.010698843747377396,-0.011068152263760567,-0.0003693085163831711
S8,POS,POS,12,.,13,0,0.002391129732131958,0.0024521611630916595,6.103143095970154e-05
S9,NEG,NEG,0,A,1,1,-0.004607418552041054,-0.004718562588095665,-0.0001111440360546112
S9,NEG,NEG,1,hollow,2,1,-0.020059924572706223,-0.018941979855298996,0.0011179447174072266
S9,NEG,NEG,2,and,3,1,0.01487722247838974,0.015833579003810883,0.0009563565254211426
S9,NEG,NEG,3,disappointing,4,1,0.01812742557376623,0.014264344237744808,-0.0038630813360214233
S9,NEG,NEG,4,sequel,5,1,0.05766048561781645,0.06185235362499952,0.004191868007183075
S9,NEG,NEG,5,that,6,1,0.007968911901116371,0.008023569360375404,5.46574592590332e-05
S9,NEG,NEG,6,betrays,7 | 8,1,0.0002622511237859726,-0.0005170833319425583,-0.0007793344557285309
S9,NEG,NEG,7,everything,9,1,0.008949791081249714,0.009052916429936886,0.00010312534868717194
S9,NEG,NEG,8,the,10,1,-0.0010600900277495384,-0.0009886221960186958,7.146783173084259e-05
S9,NEG,NEG,9,original,11,1,0.002726522274315357,0.0022635990753769875,-0.00046292319893836975
S9,NEG,NEG,10,stood,12,1,-0.01413243543356657,-0.013886700384318829,0.0002457350492477417
S9,NEG,NEG,11,for,13,1,0.0044197384268045425,0.004940083250403404,0.0005203448235988617
S9,NEG,NEG,12,.,14,0,0.0021891556680202484,0.0019717253744602203,-0.00021743029356002808
S10,POS,POS,0,Funny,1,1,0.022830229252576828,0.023669656366109848,0.00083942711353302
S10,POS,POS,1,",",2,0,-0.0017359182238578796,-0.0017580017447471619,-2.2083520889282227e-05
S10,POS,POS,2,heartfelt,3,1,0.0002945326268672943,0.0028428323566913605,0.002548299729824066
S10,POS,POS,3,and,4,1,0.003990869969129562,0.005753327161073685,0.0017624571919441223
S10,POS,POS,4,endlessly,5,1,0.006494014523923397,0.007955820299685001,0.0014618057757616043
S10,POS,POS,5,entertaining,6,1,0.019130016677081585,0.02453912142664194,0.005409104749560356
S10,POS,POS,6,from,7,1,-0.0020621949806809425,-0.0005274908617138863,0.0015347041189670563
S10,POS,POS,7,beginning,8,1,-0.003246535547077656,-0.0011082375422120094,0.0021382980048656464
S10,POS,POS,8,to,9,1,-0.00036567170172929764,0.0003123665228486061,0.0006780382245779037
S10,POS,POS,9,end,10,1,-0.0007890062406659126,-0.001040804199874401,-0.00025179795920848846
S10,POS,POS,10,.,11,0,0.0021335314959287643,0.002405798062682152,0.00027226656675338745
D01,NEG,POS,0,It's,1 | 2,1,0.014050037733146122,0.013446910306811333,-0.0006031274263347888
D01,NEG,POS,1,just,3,1,0.007690914507423128,0.007712870836257935,2.1956328834806665e-05
D01,NEG,POS,2,disappointingly,4 | 5 | 6,1,0.03153129454169955,0.030992839485406876,-0.0005384550562926721
D01,NEG,POS,3,superficial,7 | 8,1,-0.015134578570723534,-0.01665405184030533,-0.0015194732695817947
D01,NEG,POS,4,—,9,0,-0.009251989424228668,-0.009431927464902401,-0.00017993804067373276
D01,NEG,POS,5,a,10,1,-0.008270425722002983,-0.008485984988510609,-0.00021555926650762558
D01,NEG,POS,6,movie,11,1,0.034475889056921005,0.04326970595866442,0.008793816901743412
D01,NEG,POS,7,that,12,1,0.003030054271221161,0.00502187293022871,0.0019918186590075493
D01,NEG,POS,8,has,13,1,0.0006713448092341423,0.0014654658734798431,0.0007941210642457008
D01,NEG,POS,9,all,14,1,0.00028590578585863113,0.0012901872396469116,0.0010042814537882805
D01,NEG,POS,10,the,15,1,-0.0029861871153116226,-0.003016558475792408,-3.037136048078537e-05
D01,NEG,POS,11,elements,16,1,-0.008467933163046837,-0.007997541688382626,0.0004703914746642113
D01,NEG,POS,12,necessary,17,1,-0.0015540113672614098,-0.001210150308907032,0.00034386105835437775
D01,NEG,POS,13,to,18,1,-0.0011242711916565895,-0.0006831241771578789,0.00044114701449871063
D01,NEG,POS,14,be,19,1,-0.0030537149868905544,-0.0027228988086183867,0.0003308161782721677
D01,NEG,POS,15,a,20,1,-0.0021888497285544872,-0.0018556437765558562,0.000333205951998631
D01,NEG,POS,16,fascinating,21,1,-0.003330133855342865,-0.002663687181969484,0.0006664466733733812
D01,NEG,POS,17,",",22,0,-0.0011669611558318138,-0.0007102182134985924,0.00045674294233322144
D01,NEG,POS,18,involving,23,1,-0.0019549053783218064,-0.0016231434419751167,0.0003317619363466897
D01,NEG,POS,19,character,24,1,-0.0005628649766246478,0.0010978588834404945,0.0016607238600651424
D01,NEG,POS,20,study,25,1,-0.004351918275157611,-0.0015635136514902115,0.0027884046236673994
D01,NEG,POS,21,",",26,0,-0.00046615302562713623,0.000519750639796257,0.0009859036654233932
D01,NEG,POS,22,but,27,1,0.008180032670497894,0.006422078609466553,-0.0017579540610313405
D01,NEG,POS,23,never,28,1,0.0020463142544031145,0.002437498793005943,0.0003911845386028287
D01,NEG,POS,24,does,29,1,0.002082866802811623,0.002066117152571678,-1.6749650239944718e-05
D01,NEG,POS,25,more,30,1,0.0009557541459798812,0.0013427216559648513,0.00038696750998497005
D01,NEG,POS,26,than,31,1,0.0009557541459798812,0.0013427216559648513,0.00038696750998497005
D01,NEG,POS,27,scratch,32,1,-0.007067376747727394,-0.007258611420790355,-0.0001912346730629606
D01,NEG,POS,28,the,33,1,0.00022994540631771088,-0.00018045182029406237,-0.00041039722661177325
D01,NEG,POS,29,surface,34,1,-0.0070790983736515045,-0.005373081813255946,0.0017060165603955584
D01,NEG,POS,30,.,35,0,-0.0017746537923812866,-0.0012275800108909607,0.0005470737814903259
D02,POS,POS,0,It,1,1,-0.015853755176067352,-0.015350038185715675,0.0005037169903516769
D02,POS,POS,1,provides,2,1,0.011758099620540937,0.012251576719184717,0.0004934770986437798
D02,POS,POS,2,the,3,1,0.006535611425836881,0.00606076264133056,-0.00047484878450632095
D02,POS,POS,3,grand,4,1,0.007804264624913533,0.008196010564764341,0.00039174593985080806
D02,POS,POS,4,",",5,0,-0.0014788061380386353,-0.0008512958884239197,0.0006275102496147156
D02,POS,POS,5,intelligent,6,1,-0.0013161655515432358,-0.0010239789262413979,0.0002921866253018379
D02,POS,POS,6,entertainment,7,1,0.005601009353995323,0.005872323177754879,0.0002713138237595558
D02,POS,POS,7,of,8,1,0.023570381104946136,0.02354124467819929,-2.9136426746845245e-05
D02,POS,POS,8,a,9,1,0.0020068585872650146,0.001461210660636425,-0.0005456479266285896
D02,POS,POS,9,superior,10,1,0.0034919362515211105,0.004016063176095486,0.0005241269245743752
D02,POS,POS,10,cast,11,1,0.0033262912184000015,0.006327866576611996,0.003001575358211994
D02,POS,POS,11,playing,12,1,-0.006369726732373238,-0.004235376603901386,0.0021343501284718513
D02,POS,POS,12,smart,13,1,-0.009991047903895378,-0.007127863354980946,0.0028631845489144325
D02,POS,POS,13,people,14,1,-0.006314074620604515,-0.0055912347510457035,0.0007228398695588115
D02,POS,POS,14,amid,15,1,-0.004950499162077904,-0.004623504914343357,0.000326994247734547
D02,POS,POS,15,a,16,1,0.0014010639861226082,0.001971314257631699,0.0005702502715090908
D02,POS,POS,16,compelling,17,1,0.010007238946855068,0.010341039455185334,0.00033380050833026545
D02,POS,POS,17,plot,18,1,0.0049621835350990295,0.0059253387774030365,0.000963155242304007
D02,POS,POS,18,.,19,0,-0.0063019245862960815,-0.0063835494220256805,-8.1624835729599e-05
D03,NEG,NEG,0,It's,1 | 2,1,-0.0147596076130867,-0.015273816883563995,-0.0005142092704772949
D03,NEG,NEG,1,a,3,1,0.01715126633644104,0.016898036003112793,-0.00025323033332824707
D03,NEG,NEG,2,bad,4,1,-0.004304219037294388,-0.008209813386201859,-0.0039055943489074707
D03,NEG,NEG,3,thing,5,1,-0.02131105586886406,-0.019776586443185806,0.0015344694256782532
D03,NEG,NEG,4,when,6,1,0.010181494057178497,0.008527159690856934,-0.0016543343663215637
D03,NEG,NEG,5,a,7,1,0.010017402470111847,0.010366179049015045,0.00034877657890319824
D03,NEG,NEG,6,movie,8,1,0.029991084709763527,0.03497622348368168,0.004985138773918152
D03,NEG,NEG,7,has,9,1,0.0042407456785440445,0.004742925986647606,0.0005021803081035614
D03,NEG,NEG,8,about,10,1,0.012265598401427269,0.012303505092859268,3.7906691431999207e-05
D03,NEG,NEG,9,as,11,1,0.011990917846560478,0.01117895171046257,-0.000811966136097908
D03,NEG,NEG,10,much,12,1,-6.079394370317459e-05,0.000606968067586422,0.0006677620112895966
D03,NEG,NEG,11,substance,13,1,-0.0054635414853692055,-0.004245447926223278,0.0012180935591459274
D03,NEG,NEG,12,as,14,1,0.008961038663983345,0.009566989727318287,0.0006059510633349419
D03,NEG,NEG,13,its,15,1,0.009448885917663574,0.010408728383481503,0.0009598424658179283
D03,NEG,NEG,14,end-credits,16 | 17 | 18,1,0.0034805871546268463,0.006147496402263641,0.002666909247636795
D03,NEG,NEG,15,blooper,19 | 20,1,-0.01085709532101949,-0.011469816789031029,-0.0006127214680115393
D03,NEG,NEG,16,reel,21,1,-0.006740393737951915,-0.005092853680253029,0.0016475400576988859
D03,NEG,NEG,17,.,22,0,0.01618250459432602,0.015941932797431946,-0.00024057179689407349
D04,POS,POS,0,First-time,1 | 2 | 3,1,-0.00041671469807624817,0.001213235780596733,0.0016299504786729813
D04,POS,POS,1,writer-director,4 | 5 | 6,1,0.019040867686271667,0.022868134081363678,0.0038272663950920105
D04,POS,POS,2,Serry,7 | 8,1,-0.01541505753993988,-0.015053126960992813,0.00036193057894706726
D04,POS,POS,3,shows,9,1,-0.0014170017093420029,-0.0005679382011294365,0.0008490635082125664
D04,POS,POS,4,a,10,1,0.0018070843070745468,0.0025742193683981895,0.0007671350613236427
D04,POS,POS,5,remarkable,11,1,-0.00010444317013025284,0.00362551212310791,0.003729955293238163
D04,POS,POS,6,gift,12,1,-0.014549105428159237,-0.014862259849905968,-0.0003131544217467308
D04,POS,POS,7,for,13,1,-0.0031003402546048164,-0.0036883382126688957,-0.0005879979580640793
D04,POS,POS,8,storytelling,14,1,-0.0066109029576182365,-0.0060601672157645226,0.000550735741853714
D04,POS,POS,9,with,15,1,0.0006783142065008482,0.0012546249975760777,0.0005763107910752295
D04,POS,POS,10,this,16,1,0.01756343835343917,0.019667608042558033,0.002104169689118862
D04,POS,POS,11,moving,17,1,-0.00314134048918883,-0.0017992972085873287,0.0013420432806015012
D04,POS,POS,12,",",18,0,0.0023429691791534424,0.004838123917579651,0.0024951547384262085
D04,POS,POS,13,effective,19,1,0.02261939086019993,0.022854242473840714,0.00023485161364078522
D04,POS,POS,14,little,20,1,-0.0055950116366147995,-0.006123315542936325,-0.0005283039063215256
D04,POS,POS,15,film,21,1,0.005294870585203171,0.006543301045894623,0.001248430460691452
D04,POS,POS,16,.,22,0,0.00710403174161911,0.006284847855567932,-0.000819183886051178
D05,NEG,NEG,0,The,1,1,-8.415617048740387e-05,-0.0014364644885063171,-0.0013523083180189133
D05,NEG,NEG,1,entire,2,1,0.017018159851431847,0.016122885048389435,-0.0008952748030424118
D05,NEG,NEG,2,movie,3,1,0.05679608695209026,0.06480593234300613,0.00800984539091587
D05,NEG,NEG,3,is,4,1,0.01153110433369875,0.009662561118602753,-0.0018685432150959969
D05,NEG,NEG,4,about,5,1,0.0065879495814442635,0.00803254172205925,0.0014445921406149864
D05,NEG,NEG,5,a,6,1,0.0008028922602534294,0.000455440953373909,-0.0003474513068795204
D05,NEG,NEG,6,boring,7,1,0.00217991229146719,0.000489773228764534,-0.0016901390627026558
D05,NEG,NEG,7,",",8,0,0.009390901774168015,0.011729009449481964,0.0023381076753139496
D05,NEG,NEG,8,sad,9,1,-0.004623169079422951,-0.00739891454577446,-0.002775745466351509
D05,NEG,NEG,9,man,10,1,-0.015524933114647865,-0.016838278621435165,-0.0013133455067873001
D05,NEG,NEG,10,being,11,1,-0.006187332794070244,-0.005713570863008499,0.0004737619310617447
D05,NEG,NEG,11,boring,12,1,-0.0108445193618536,-0.010661248117685318,0.00018327124416828156
D05,NEG,NEG,12,and,13,1,0.010685566812753677,0.011780932545661926,0.001095365732908249
D05,NEG,NEG,13,sad,14,1,-0.0021056365221738815,-0.004949800670146942,-0.0028441641479730606
D05,NEG,NEG,14,.,15,0,0.003970148041844368,0.004674918949604034,0.0007047709077596664
D06,POS,POS,0,It,1,1,-0.00021531246602535248,-0.00035944394767284393,-0.00014413148164749146
D06,POS,POS,1,proves,2,1,0.014963926747441292,0.014394501224160194,-0.0005694255232810974
D06,POS,POS,2,quite,3,1,0.012935930863022804,0.01180831529200077,-0.0011276155710220337
D06,POS,POS,3,compelling,4,1,0.023410306312143803,0.02566096279770136,0.002250656485557556
D06,POS,POS,4,as,5,1,0.0096282372251153,0.01040471438318491,0.0007764771580696106
D06,POS,POS,5,an,6,1,0.0031259553506970406,0.003411431796848774,0.0002854764461517334
D06,POS,POS,6,intense,7,1,0.011671190150082111,0.01004703063517809,-0.0016241595149040222
D06,POS,POS,7,",",8,0,0.006212469190359116,0.009330373257398605,0.0031179040670394897
D06,POS,POS,8,brooding,9 | 10,1,-0.02051999792456627,-0.02377312257885933,-0.0032531246542930603
D06,POS,POS,9,character,11,1,0.009389674291014671,0.013393959030508995,0.004004284739494324
D06,POS,POS,10,study,12,1,-0.012417750433087349,-0.007597127929329872,0.004820622503757477
D06,POS,POS,11,.,13,0,-0.0038720741868019104,-0.004277803003787994,-0.000405728816986084
D07,NEG,POS,0,The,1,1,0.003952229395508766,0.003844674676656723,-0.00010755471885204315
D07,NEG,POS,1,film's,2 | 3,1,0.034114737063646317,0.04292846843600273,0.008813731372356415
D07,NEG,POS,2,hackneyed,4 | 5 | 6,1,-0.014226220548152924,-0.012470237910747528,0.0017559826374053955
D07,NEG,POS,3,message,7,1,-0.003378314897418022,-0.0020124558359384537,0.0013658590614795685
D07,NEG,POS,4,is,8,1,-0.005423946306109428,-0.004764167591929436,0.0006597787141799927
D07,NEG,POS,5,not,9,1,0.0015953471884131432,0.00021795276552438736,-0.0013773944228887558
D07,NEG,POS,6,helped,10,1,-0.0019648512825369835,-0.0024993428960442543,-0.0005344916135072708
D07,NEG,POS,7,by,11,1,0.005096440513928731,0.005665401617685954,0.0005689611037572231
D07,NEG,POS,8,the,12,1,0.003923668836553891,0.00398922214905421,6.555331250031847e-05
D07,NEG,POS,9,thin,13,1,-0.0030320889006058374,-0.0025797014435132346,0.00045238745709260276
D07,NEG,POS,10,characterizations,14 | 15 | 16,1,-0.001772293820977211,0.0017375443130731583,0.0035098381340503693
D07,NEG,POS,11,",",17,0,0.0019176919013261795,0.0026282574981451035,0.000710565596818924
D07,NEG,POS,12,nonexistent,18 | 19,1,0.004569003979365031,0.002813267211119334,-0.001755736768245697
D07,NEG,POS,13,plot,20,1,0.004576401164134343,0.0056526244928439455,0.0010762233287096024
D07,NEG,POS,14,",",21,0,0.0031380988657474518,0.0034345705062150955,0.00029647164046764374
D07,NEG,POS,15,and,22,1,0.0040613338351249695,0.0033755265176296234,-0.0006858073174953461
D07,NEG,POS,16,pretentious,23 | 24,1,0.00351851899176836,0.004788314737379552,0.0012697957456111915
D07,NEG,POS,17,visual,25,1,-0.000489190686494112,0.0004501481540501117,0.0009393388405442237
D07,NEG,POS,18,style,26,1,-0.00018567824736237526,0.0009241280145943164,0.0011098062619566917
D07,NEG,POS,19,.,27,0,-0.000772351399064064,-0.0007223445922136307,5.000680685043337e-05
D08,POS,POS,0,The,1,1,0.01178048551082611,0.014392636716365814,0.0026121512055397034
D08,POS,POS,1,film,2,1,0.03461659140884876,0.04529552720487118,0.010678935796022415
D08,POS,POS,2,is,3,1,0.011099638417363167,0.008947303518652916,-0.002152334898710251
D08,POS,POS,3,powerful,4,1,0.00791751965880394,0.012420933693647385,0.004503414034843445
D08,POS,POS,4,",",5,0,0.0002374798059463501,0.003466978669166565,0.003229498863220215
D08,POS,POS,5,accessible,6,1,-0.011151164770126343,-0.011218331754207611,-6.716698408126831e-05
D08,POS,POS,6,",",7,0,-0.0029925554990768433,-0.0021869465708732605,0.0008056089282035828
D08,POS,POS,7,and,8,1,0.003880925476551056,0.0029165521264076233,-0.0009643733501434326
D08,POS,POS,8,funny,9,1,0.020941536873579025,0.024228781461715698,0.003287244588136673
D08,POS,POS,9,.,10,0,0.0007689259946346283,0.0003206208348274231,-0.0004483051598072052
D09,NEG,NEG,0,I,1,1,0.0021175965666770935,0.0017959177494049072,-0.0003216788172721863
D09,NEG,NEG,1,got,2,1,0.024848267436027527,0.026347562670707703,0.0014992952346801758
D09,NEG,NEG,2,a,3,1,-0.007157281041145325,-0.007133021950721741,2.4259090423583984e-05
D09,NEG,NEG,3,headache,4,1,-0.009836815297603607,-0.014305651187896729,-0.004468835890293121
D09,NEG,NEG,4,watching,5,1,0.02234400063753128,0.023867957293987274,0.0015239566564559937
D09,NEG,NEG,5,this,6,1,0.025250142440199852,0.025408567860722542,0.00015842542052268982
D09,NEG,NEG,6,meaningless,7,1,-0.009382432326674461,-0.01367918960750103,-0.004296757280826569
D09,NEG,NEG,7,downer,8,1,-0.013669699430465698,-0.018181513994932175,-0.0045118145644664764
D09,NEG,NEG,8,.,9,0,-0.0038257986307144165,-0.005111515522003174,-0.0012857168912887573
D10,NEG,NEG,0,I,1,1,-0.001869330182671547,-0.0021094344556331635,-0.00024010427296161652
D10,NEG,NEG,1,had,2,1,0.01165747456252575,0.011823847889900208,0.0001663733273744583
D10,NEG,NEG,2,to,3,1,0.0036688055843114853,0.004282340407371521,0.0006135348230600357
D10,NEG,NEG,3,look,4,1,0.007693300023674965,0.004632379859685898,-0.003060920163989067
D10,NEG,NEG,4,away,5,1,-0.007851919159293175,-0.010210830718278885,-0.00235891155898571
D10,NEG,NEG,5,;,6,0,0.0030273813754320145,0.004776220768690109,0.0017488393932580948
D10,NEG,NEG,6,this,7,1,0.011862518265843391,0.011938106268644333,7.558800280094147e-05
D10,NEG,NEG,7,was,8,1,-0.004630105569958687,-0.0054046884179115295,-0.0007745828479528427
D10,NEG,NEG,8,god-awful,9 | 10 | 11,1,0.013126829639077187,0.006548278033733368,-0.006578551605343819
D10,NEG,NEG,9,.,12,0,0.0037700459361076355,0.0033744126558303833,-0.0003956332802772522
