sentence_id,text,gold_label,prediction,class_index,class_name,feature_index,feature_text,model_token,shap_value,absolute_shap_value,increases_target_score,margin_shap_value
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,3,a ,a</w>,0.005181994289159775,0.005181994289159775,1,-0.00031276606023311615
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,4,bit ,bit</w>,-0.00019555632025003433,0.00019555632025003433,0,-0.0009442539885640144
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,4,bit ,bit</w>,-0.0011398103088140488,0.0011398103088140488,0,-0.0009442539885640144
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,5,slow ,slow</w>,-0.014181368984282017,0.014181368984282017,0,-0.0012051882222294807
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,5,slow ,slow</w>,-0.015386557206511497,0.015386557206511497,0,-0.0012051882222294807
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,6,at ,at</w>,0.0020441515371203423,0.0020441515371203423,1,0.000559772364795208
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,6,at ,at</w>,0.0026039239019155502,0.0026039239019155502,1,0.000559772364795208
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,7,times ,times</w>,0.0023628203198313713,0.0023628203198313713,1,0.0013872934505343437
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,7,times ,times</w>,0.003750113770365715,0.003750113770365715,1,0.0013872934505343437
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,8,but ,but</w>,0.01548878476023674,0.01548878476023674,1,0.0006908588111400604
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,8,but ,but</w>,0.0161796435713768,0.0161796435713768,1,0.0006908588111400604
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,9,the ,the</w>,0.004126077517867088,0.004126077517867088,1,-0.000998539850115776
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,9,the ,the</w>,0.0031275376677513123,0.0031275376677513123,1,-0.000998539850115776
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,10,performances ,performances</w>,-0.009921709075570107,0.009921709075570107,0,0.0025811810046434402
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,10,performances ,performances</w>,-0.007340528070926666,0.007340528070926666,0,0.0025811810046434402
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,11,are ,are</w>,-0.0008876863867044449,0.0008876863867044449,0,4.2477622628211975e-05
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,11,are ,are</w>,-0.0008452087640762329,0.0008452087640762329,0,4.2477622628211975e-05
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,12,outstanding,outstanding</w>,0.007279401645064354,0.007279401645064354,1,0.0026329848915338516
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,12,outstanding,outstanding</w>,0.009912386536598206,0.009912386536598206,1,0.0026329848915338516
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,13,.,.</w>,0.000958956778049469,0.000958956778049469,1,0.0005295351147651672
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,13,.,.</w>,0.0014884918928146362,0.0014884918928146362,1,0.0005295351147651672
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,0,NEG,14,,<|endoftext|>,0.0,0.0,0,5.960464477539063e-08
S3,It's a bit slow at times but the performances are outstanding.,POS,NEG,1,POS,14,,<|endoftext|>,5.960464477539063e-08,5.960464477539063e-08,1,5.960464477539063e-08
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,0,,<|startoftext|>,5.587935447692871e-09,5.587935447692871e-09,1,-1.1175870895385742e-08
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,0,,<|startoftext|>,-5.587935447692871e-09,5.587935447692871e-09,0,-1.1175870895385742e-08
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,1,A ,a</w>,-0.0004522893577814102,0.0004522893577814102,0,-0.0006475485861301422
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,1,A ,a</w>,-0.0010998379439115524,0.0010998379439115524,0,-0.0006475485861301422
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,2,dull,dull</w>,0.008606042712926865,0.008606042712926865,1,-0.0019832998514175415
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,2,dull,dull</w>,0.006622742861509323,0.006622742861509323,1,-0.0019832998514175415
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,3,", ",",</w>",0.006768368184566498,0.006768368184566498,1,0.0012452006340026855
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,3,", ",",</w>",0.008013568818569183,0.008013568818569183,1,0.0012452006340026855
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,4,te,te,-0.013920864090323448,0.013920864090323448,0,0.0004413910210132599
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,4,te,te,-0.013479473069310188,0.013479473069310188,0,0.0004413910210132599
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,5,dious ,dious</w>,0.0029536355286836624,0.0029536355286836624,1,0.0011666379868984222
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,5,dious ,dious</w>,0.004120273515582085,0.004120273515582085,1,0.0011666379868984222
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,6,and ,and</w>,0.002531733363866806,0.002531733363866806,1,0.0011550486087799072
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,6,and ,and</w>,0.0036867819726467133,0.0036867819726467133,1,0.0011550486087799072
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,7,completely ,completely</w>,0.01588907651603222,0.01588907651603222,1,0.0007858127355575562
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,7,completely ,completely</w>,0.016674889251589775,0.016674889251589775,1,0.0007858127355575562
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,8,for,for,0.006760803051292896,0.006760803051292896,1,0.0015122871845960617
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,8,for,for,0.008273090235888958,0.008273090235888958,1,0.0015122871845960617
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,9,gettable ,gettable</w>,0.010384098626673222,0.010384098626673222,1,0.00013298727571964264
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,9,gettable ,gettable</w>,0.010517085902392864,0.010517085902392864,1,0.00013298727571964264
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,10,experience,experience</w>,-0.0048769619315862656,0.0048769619315862656,0,0.0014945492148399353
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,10,experience,experience</w>,-0.0033824127167463303,0.0033824127167463303,0,0.0014945492148399353
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,11,.,.</w>,0.0031877774745225906,0.0031877774745225906,1,-0.0007649362087249756
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,11,.,.</w>,0.002422841265797615,0.002422841265797615,1,-0.0007649362087249756
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,0,NEG,12,,<|endoftext|>,-5.960464477539063e-08,5.960464477539063e-08,0,1.1920928955078125e-07
S4,"A dull, tedious and completely forgettable experience.",NEG,NEG,1,POS,12,,<|endoftext|>,5.960464477539063e-08,5.960464477539063e-08,1,1.1920928955078125e-07
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,0,,<|startoftext|>,-3.725290298461914e-09,3.725290298461914e-09,0,7.450580596923828e-09
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,0,,<|startoftext|>,3.725290298461914e-09,3.725290298461914e-09,1,7.450580596923828e-09
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,1,The ,the</w>,0.025976713746786118,0.025976713746786118,1,-0.0010496452450752258
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,1,The ,the</w>,0.02492706850171089,0.02492706850171089,1,-0.0010496452450752258
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,2,direction ,direction</w>,-0.02479563094675541,0.02479563094675541,0,0.0007540509104728699
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,2,direction ,direction</w>,-0.02404158003628254,0.02404158003628254,0,0.0007540509104728699
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,3,is ,is</w>,0.004631137475371361,0.004631137475371361,1,-8.037686347961426e-05
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,3,is ,is</w>,0.0045507606118917465,0.0045507606118917465,1,-8.037686347961426e-05
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,4,inspired ,inspired</w>,0.00918024405837059,0.00918024405837059,1,0.004692681133747101
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,4,inspired ,inspired</w>,0.013872925192117691,0.013872925192117691,1,0.004692681133747101
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,5,and ,and</w>,0.011382970958948135,0.011382970958948135,1,0.0005723685026168823
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,5,and ,and</w>,0.011955339461565018,0.011955339461565018,1,0.0005723685026168823
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,6,the ,the</w>,0.010769288055598736,0.010769288055598736,1,-4.505738615989685e-05
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,6,the ,the</w>,0.010724230669438839,0.010724230669438839,1,-4.505738615989685e-05
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,7,acting ,acting</w>,0.013125444762408733,0.013125444762408733,1,0.0027458742260932922
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,7,acting ,acting</w>,0.015871318988502026,0.015871318988502026,1,0.0027458742260932922
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,8,is ,is</w>,0.0016743475571274757,0.0016743475571274757,1,0.001195734366774559
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,8,is ,is</w>,0.0028700819239020348,0.0028700819239020348,1,0.001195734366774559
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,9,nothing ,nothing</w>,-0.002753402106463909,0.002753402106463909,0,-0.000660063698887825
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,9,nothing ,nothing</w>,-0.003413465805351734,0.003413465805351734,0,-0.000660063698887825
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,10,short ,short</w>,-0.006135917268693447,0.006135917268693447,0,0.0023514945060014725
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,10,short ,short</w>,-0.0037844227626919746,0.0037844227626919746,0,0.0023514945060014725
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,11,of ,of</w>,0.009313204325735569,0.009313204325735569,1,0.0009696986526250839
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,11,of ,of</w>,0.010282902978360653,0.010282902978360653,1,0.0009696986526250839
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,12,brilliant,brilliant</w>,0.005022840574383736,0.005022840574383736,1,0.003527924418449402
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,12,brilliant,brilliant</w>,0.008550764992833138,0.008550764992833138,1,0.003527924418449402
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,13,.,.</w>,-0.003219436854124069,0.003219436854124069,0,-0.0009545758366584778
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,13,.,.</w>,-0.004174012690782547,0.004174012690782547,0,-0.0009545758366584778
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,0,NEG,14,,<|endoftext|>,0.0,0.0,0,8.940696716308594e-08
S5,The direction is inspired and the acting is nothing short of brilliant.,POS,POS,1,POS,14,,<|endoftext|>,8.940696716308594e-08,8.940696716308594e-08,1,8.940696716308594e-08
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,0,,<|startoftext|>,1.862645149230957e-09,1.862645149230957e-09,1,0.0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,0,,<|startoftext|>,1.862645149230957e-09,1.862645149230957e-09,1,0.0
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,1,A ,a</w>,-0.001662595197558403,0.001662595197558403,0,-6.808340549468994e-05
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,1,A ,a</w>,-0.001730678603053093,0.001730678603053093,0,-6.808340549468994e-05
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,2,masterpiece ,masterpiece</w>,0.020086469128727913,0.020086469128727913,1,0.003717854619026184
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,2,masterpiece ,masterpiece</w>,0.023804323747754097,0.023804323747754097,1,0.003717854619026184
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,3,of ,of</w>,0.012158500030636787,0.012158500030636787,1,0.0016507357358932495
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,3,of ,of</w>,0.013809235766530037,0.013809235766530037,1,0.0016507357358932495
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,4,storytelling ,storytelling</w>,0.01561298780143261,0.01561298780143261,1,0.0052479468286037445
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,4,storytelling ,storytelling</w>,0.020860934630036354,0.020860934630036354,1,0.0052479468286037445
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,5,with ,with</w>,0.007371371611952782,0.007371371611952782,1,0.0018826760351657867
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,5,with ,with</w>,0.009254047647118568,0.009254047647118568,1,0.0018826760351657867
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,6,breathtaking ,breathtaking</w>,-0.009791901335120201,0.009791901335120201,0,0.0011512897908687592
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,6,breathtaking ,breathtaking</w>,-0.008640611544251442,0.008640611544251442,0,0.0011512897908687592
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,7,visuals ,visuals</w>,-0.010249948129057884,0.010249948129057884,0,0.0023679323494434357
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,7,visuals ,visuals</w>,-0.007882015779614449,0.007882015779614449,0,0.0023679323494434357
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,8,and ,and</w>,0.012711398303508759,0.012711398303508759,1,0.000337943434715271
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,8,and ,and</w>,0.01304934173822403,0.01304934173822403,1,0.000337943434715271
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,9,emotion,emotion</w>,-0.0013416819274425507,0.0013416819274425507,0,-0.000735357403755188
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,9,emotion,emotion</w>,-0.0020770393311977386,0.0020770393311977386,0,-0.000735357403755188
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,10,.,.</w>,-0.003446873277425766,0.003446873277425766,0,-8.612871170043945e-05
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,10,.,.</w>,-0.0035330019891262054,0.0035330019891262054,0,-8.612871170043945e-05
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,0,NEG,11,,<|endoftext|>,2.9802322387695312e-08,2.9802322387695312e-08,1,5.960464477539063e-08
S6,A masterpiece of storytelling with breathtaking visuals and emotion.,POS,POS,1,POS,11,,<|endoftext|>,8.940696716308594e-08,8.940696716308594e-08,1,5.960464477539063e-08
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,0,,<|startoftext|>,1.1175870895385742e-08,1.1175870895385742e-08,1,1.862645149230957e-08
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,0,,<|startoftext|>,2.9802322387695312e-08,2.9802322387695312e-08,1,1.862645149230957e-08
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,1,Pain,pain,-0.0016412828117609024,0.0016412828117609024,0,-0.003993181511759758
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,1,Pain,pain,-0.00563446432352066,0.00563446432352066,0,-0.003993181511759758
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,2,fully ,fully</w>,0.015753349289298058,0.015753349289298058,1,-0.0006179790943861008
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,2,fully ,fully</w>,0.015135370194911957,0.015135370194911957,1,-0.0006179790943861008
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,3,boring ,boring</w>,-0.008585996925830841,0.008585996925830841,0,-0.002195693552494049
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,3,boring ,boring</w>,-0.01078169047832489,0.01078169047832489,0,-0.002195693552494049
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,4,and ,and</w>,0.010334676131606102,0.010334676131606102,1,0.0007346812635660172
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,1,POS,4,and ,and</w>,0.01106935739517212,0.01106935739517212,1,0.0007346812635660172
S7,Painfully boring and utterly devoid of any originality or charm.,NEG,NEG,0,NEG,5,utterly ,utterly</w>,0.007686176337301731,0.007686176337301731,1,-0.0008922452107071877
